Animal,time_trial,Phase,Trial,465nm_dFF_norm
180,-12.995622263914946,baseline,1,-0.09192749566541786
180,-12.895559724828018,baseline,1,-0.8574018350391298
180,-12.795497185741088,baseline,1,-0.48547876661687883
180,-12.69543464665416,baseline,1,-0.19315552969428185
180,-12.59537210756723,baseline,1,-0.5802292136357292
180,-12.4953095684803,baseline,1,-1.097128453106509
180,-12.39524702939337,baseline,1,-1.0235473048592185
180,-12.295184490306442,baseline,1,-0.7843917855085518
180,-12.195121951219512,baseline,1,-0.422900382528765
180,-12.095059412132583,baseline,1,-0.5419438807545321
180,-11.994996873045654,baseline,1,-0.12386904186789459
180,-11.894934333958725,baseline,1,0.7083628599098346
180,-11.794871794871796,baseline,1,0.1707569509786688
180,-11.694809255784866,baseline,1,0.40190928077198085
180,-11.594746716697935,baseline,1,0.7055949186746646
180,-11.494684177611006,baseline,1,0.013994323833000455
180,-11.394621638524077,baseline,1,-0.4681820950726618
180,-11.294559099437148,baseline,1,-0.4760649760497021
180,-11.194496560350219,baseline,1,-1.0788817245498032
180,-11.09443402126329,baseline,1,-0.6797477899637029
180,-10.99437148217636,baseline,1,-1.154356667631536
180,-10.894308943089431,baseline,1,-0.456681570910341
180,-10.794246404002502,baseline,1,-0.03514110090291791
180,-10.694183864915573,baseline,1,0.48154814315065886
180,-10.594121325828644,baseline,1,0.052470585842709985
180,-10.494058786741714,baseline,1,-0.03548183648280591
180,-10.393996247654783,baseline,1,-0.2231551164146617
180,-10.293933708567854,baseline,1,-0.04761272998828918
180,-10.193871169480925,baseline,1,-0.3126693912257662
180,-10.093808630393996,baseline,1,-1.1491156755800922
180,-9.993746091307067,baseline,1,-0.9145141352825374
180,-9.893683552220137,baseline,1,0.17125419055753427
180,-9.793621013133208,baseline,1,-0.5231704251637331
180,-9.693558474046279,baseline,1,-1.0194257913429885
180,-9.59349593495935,baseline,1,-0.14623448783791487
180,-9.49343339587242,baseline,1,0.13030335058016257
180,-9.393370856785491,baseline,1,-0.3957483354268286
180,-9.293308317698562,baseline,1,-0.09430487469489961
180,-9.193245778611633,baseline,1,-0.6299059445795301
180,-9.093183239524702,baseline,1,-0.45356294184687473
180,-8.993120700437773,baseline,1,-0.3218857518983789
180,-8.893058161350844,baseline,1,-0.971982730892309
180,-8.792995622263915,baseline,1,-1.041261135184046
180,-8.692933083176985,baseline,1,-1.0956895327400584
180,-8.592870544090056,baseline,1,-1.2002201124877636
180,-8.492808005003127,baseline,1,-0.476828958778719
180,-8.392745465916198,baseline,1,-0.3178747441609172
180,-8.292682926829269,baseline,1,-0.5316636981944239
180,-8.19262038774234,baseline,1,-1.032751168517441
180,-8.09255784865541,baseline,1,-0.3870221724186852
180,-7.992495309568481,baseline,1,-0.04513034643962311
180,-7.892432770481552,baseline,1,-0.040990871717073926
180,-7.792370231394621,baseline,1,-0.20781120670120806
180,-7.692307692307692,baseline,1,-0.10488110436005915
180,-7.592245153220762,baseline,1,-0.7597975021327809
180,-7.492182614133833,baseline,1,-0.7889613661760415
180,-7.392120075046904,baseline,1,-0.6988905537608836
180,-7.292057535959975,baseline,1,-0.9402961875131229
180,-7.191994996873046,baseline,1,-1.177282277350303
180,-7.0919324577861165,baseline,1,-0.5474378806644775
180,-6.991869918699187,baseline,1,-0.9112963162680562
180,-6.891807379612258,baseline,1,-0.833630510335931
180,-6.791744840525329,baseline,1,-0.7182763904815229
180,-6.6916823014384,baseline,1,-1.152540662490467
180,-6.5916197623514705,baseline,1,-0.46130340261945696
180,-6.4915572232645395,baseline,1,0.6813062957011684
180,-6.39149468417761,baseline,1,1.3039408585786585
180,-6.291432145090681,baseline,1,1.7037113884916628
180,-6.191369606003752,baseline,1,1.5645249303761009
180,-6.091307066916823,baseline,1,2.0558156623925354
180,-5.991244527829894,baseline,1,1.7730945364787518
180,-5.891181988742964,baseline,1,2.1387409870606957
180,-5.791119449656035,baseline,1,2.027603802194471
180,-5.691056910569106,baseline,1,2.279572885361872
180,-5.590994371482177,baseline,1,2.2754903261393133
180,-5.490931832395248,baseline,1,2.725320926222511
180,-5.390869293308318,baseline,1,2.799460298739007
180,-5.290806754221389,baseline,1,2.6721784333249348
180,-5.190744215134458,baseline,1,3.774811683869111
180,-5.090681676047529,baseline,1,3.5940255974723407
180,-4.9906191369606,baseline,1,3.217598217557084
180,-4.890556597873671,baseline,1,3.7549144976039086
180,-4.7904940587867415,baseline,1,2.5428754979945865
180,-4.690431519699812,baseline,1,2.5466826276589307
180,-4.590368980612883,baseline,1,1.9386446000049598
180,-4.490306441525954,baseline,1,1.3235442443958694
180,-4.390243902439025,baseline,1,1.0752955617114086
180,-4.2901813633520955,baseline,1,0.5803141270971917
180,-4.190118824265166,baseline,1,-0.17024204103820476
180,-4.090056285178237,baseline,1,-0.7875091570384846
180,-3.989993746091308,baseline,1,-0.7019817439653695
180,-3.889931207004377,baseline,1,-0.16298728775103774
180,-3.7898686679174496,baseline,1,0.32562183743412193
180,-3.6898061288305186,baseline,1,0.622827384417666
180,-3.589743589743591,baseline,1,1.0816295962897164
180,-3.4896810506566602,baseline,1,0.03372168730388586
180,-3.389618511569733,baseline,1,0.2880807050461994
180,-3.289555972482802,baseline,1,-0.11335322686421598
180,-3.189493433395871,baseline,1,-0.5406808250454748
180,-3.0894308943089435,baseline,1,-1.0470400673417024
180,-2.9893683552220125,baseline,1,-1.07761292960906
180,-2.889305816135085,baseline,1,-1.3761688967844083
180,-2.789243277048154,baseline,1,-1.2451100114856044
180,-2.6891807379612267,baseline,1,-0.9990925612083053
180,-2.5891181988742957,baseline,1,-0.5320164137816561
180,-2.4890556597873683,baseline,1,-0.8885668785414909
180,-2.3889931207004373,baseline,1,-0.20597369626365725
180,-2.28893058161351,baseline,1,-0.26330092885179346
180,-2.188868042526579,baseline,1,0.2079790243115036
180,-2.0888055034396515,baseline,1,0.24251438920418814
180,-1.9887429643527206,baseline,1,0.3203849283200269
180,-1.8886804252657896,baseline,1,0.6399249947156734
180,-1.7886178861788622,baseline,1,0.23083931557371676
180,-1.6885553470919312,baseline,1,0.15233218113639993
180,-1.5884928080050038,baseline,1,0.8005664605847842
180,-1.4884302689180728,baseline,1,0.986597802169833
180,-1.3883677298311454,baseline,1,0.7182255592460948
180,-1.2883051907442145,baseline,1,0.7936097839392869
180,-1.188242651657287,baseline,1,0.7295940961278808
180,-1.088180112570356,baseline,1,0.48486050373946343
180,-0.9881175734834287,baseline,1,0.12381512599786648
180,-0.8880550343964977,baseline,1,0.2297040495771739
180,-0.7879924953095667,baseline,1,-0.09969147699133062
180,-0.6879299562226393,baseline,1,-0.13146691642997496
180,-0.5878674171357083,baseline,1,0.11054757424881424
180,-0.4878048780487809,baseline,1,-0.2800945486152664
180,-0.38774233896184995,baseline,1,-0.2862732406512184
180,-0.28767979987492254,baseline,1,-0.08401091013053348
180,-0.18761726078799157,baseline,1,0.3089908490892896
180,-0.08755472170106415,baseline,1,0.24380348353657363
180,0.012507817385866815,tone,1,0.48993328718018936
180,0.11257035647279423,tone,1,1.1266433213302074
180,0.2126328955597252,tone,1,2.5781484787440525
180,0.3126954346466526,tone,1,3.0379602768118232
180,0.4127579737335836,tone,1,3.307803459272181
180,0.5128205128205146,tone,1,2.9940405616534727
180,0.612883051907442,tone,1,3.288441110417435
180,0.7129455909943729,tone,1,3.130240494761285
180,0.8130081300813004,tone,1,2.1674918300938284
180,0.9130706691682313,tone,1,1.600731418561937
180,1.0131332082551587,tone,1,1.5381749276756933
180,1.1131957473420897,tone,1,1.0845929430049739
180,1.2132582864290171,tone,1,0.8936311208877652
180,1.313320825515948,tone,1,0.9414041940833754
180,1.4133833646028755,tone,1,0.5177241424842564
180,1.5134459036898065,tone,1,0.07106310238471725
180,1.6135084427767339,tone,1,-0.26234097676375373
180,1.7135709818636649,tone,1,-0.4009699382039845
180,1.8136335209505958,tone,1,0.14505849057375197
180,1.9136960600375232,tone,1,0.31949343366152105
180,2.013758599124454,tone,1,0.7287091905118241
180,2.1138211382113816,tone,1,0.8263960727525648
180,2.2138836772983126,tone,1,0.8514226535971509
180,2.31394621638524,tone,1,0.5876388028968511
180,2.414008755472171,tone,1,0.5305238508769224
180,2.5140712945590984,tone,1,0.10658674387625629
180,2.6141338336460294,tone,1,0.13248525106681036
180,2.7141963727329568,tone,1,-0.7330914906431274
180,2.8142589118198877,tone,1,-0.1482743690712353
180,2.914321450906815,tone,1,-0.25314547567658374
180,3.014383989993746,tone,1,-0.04294074865356277
180,3.114446529080677,tone,1,0.07098171285354908
180,3.2145090681676045,tone,1,-0.3354470015938185
180,3.3145716072545355,tone,1,-0.011053606173747803
180,3.414634146341463,tone,1,0.5270115616785301
180,3.514696685428394,tone,1,0.31382003440780226
180,3.6147592245153213,tone,1,0.16446141201978873
180,3.7148217636022522,tone,1,0.0415225975912107
180,3.8148843026891797,tone,1,-0.3772439716669514
180,3.9149468417761106,tone,1,-0.8672664829519393
180,4.015009380863038,tone,1,-0.6946724086227666
180,4.115071919949969,tone,1,-0.4801665482910866
180,4.215134459036896,tone,1,0.31432189300550123
180,4.315196998123827,tone,1,0.019638515945055415
180,4.415259537210758,tone,1,-0.1523457237235601
180,4.515322076297686,tone,1,-0.42670177298680234
180,4.615384615384617,tone,1,-0.3465823564112196
180,4.715447154471544,tone,1,0.22129480519294292
180,4.815509693558475,tone,1,0.1844411825257811
180,4.9155722326454026,tone,1,0.9096337780954723
180,5.0156347717323335,tone,1,1.9629877229909394
180,5.115697310819261,tone,1,1.5261448282737673
180,5.215759849906192,tone,1,0.91236841850001
180,5.315822388993119,tone,1,0.6075510564015228
180,5.41588492808005,tone,1,0.8325770556971823
180,5.515947467166978,tone,1,-0.24689156161297685
180,5.616010006253909,tone,1,-0.5966257651542698
180,5.71607254534084,tone,1,-0.287883879595079
180,5.816135084427767,tone,1,-0.39934238935847927
180,5.916197623514698,tone,1,-0.21932601710261931
180,6.016260162601625,tone,1,0.21009745580835215
180,6.116322701688556,tone,1,1.303134658966896
180,6.216385240775484,tone,1,1.240577142762778
180,6.316447779862415,tone,1,1.791767836116302
180,6.416510318949342,tone,1,1.8935941903490743
180,6.516572858036273,tone,1,1.6736198721642719
180,6.616635397123201,tone,1,1.3684520822672648
180,6.716697936210132,tone,1,0.562353323554237
180,6.816760475297059,tone,1,0.5966248216736857
180,6.91682301438399,tone,1,0.7722327389075289
180,7.016885553470921,tone,1,0.6596599442876748
180,7.116948092557848,tone,1,0.0382810867943427
180,7.217010631644779,tone,1,-0.08858060542776638
180,7.317073170731707,tone,1,-0.05640498250052176
180,7.417135709818638,tone,1,-0.5007169728511645
180,7.517198248905565,tone,1,-0.10215429655965928
180,7.617260787992496,tone,1,-0.11780282972834401
180,7.7173233270794235,tone,1,0.3027922388193024
180,7.8173858661663544,tone,1,0.1964372819123747
180,7.917448405253282,tone,1,0.0483314313172632
180,8.017510944340213,tone,1,0.593250719977577
180,8.11757348342714,tone,1,0.07991618850743812
180,8.217636022514071,tone,1,-0.10281816410361644
180,8.317698561601002,tone,1,0.08163565866190542
180,8.41776110068793,tone,1,-0.25227236589052554
180,8.51782363977486,tone,1,-0.5089541965930969
180,8.617886178861788,tone,1,-0.3872402167333066
180,8.717948717948719,tone,1,-1.1768775521850885
180,8.818011257035646,tone,1,-0.6991241461339104
180,8.918073796122577,tone,1,-0.856834868582059
180,9.018136335209505,tone,1,-0.6014062671635764
180,9.118198874296436,tone,1,-1.3537546523461117
180,9.218261413383363,tone,1,-1.8244817612102078
180,9.318323952470294,tone,1,-1.5379587083859614
180,9.418386491557222,tone,1,-1.4634933806758608
180,9.518449030644152,tone,1,-1.0476475100566227
180,9.618511569731083,tone,1,-0.6990861106492609
180,9.71857410881801,tone,1,-0.6046806205620445
180,9.818636647904942,tone,1,0.4970035549371563
180,9.91869918699187,tone,1,0.7811317671119289
180,10.0187617260788,tone,1,0.23058316046804542
180,10.118824265165728,tone,1,0.08253746042567783
180,10.218886804252659,tone,1,0.20175337016992623
180,10.318949343339586,tone,1,0.5693791214644938
180,10.419011882426517,tone,1,0.11403190795048723
180,10.519074421513444,tone,1,0.2650822292355284
180,10.619136960600375,tone,1,0.4646803502906529
180,10.719199499687303,tone,1,0.16065081379888288
180,10.819262038774234,tone,1,-0.515425656131401
180,10.919324577861165,tone,1,-1.1050485348341104
180,11.019387116948092,tone,1,-1.0135932625019566
180,11.119449656035023,tone,1,-0.8324943440752413
180,11.21951219512195,tone,1,-0.4344910777196515
180,11.319574734208881,tone,1,0.08985508593676678
180,11.419637273295809,tone,1,0.5490057797975023
180,11.51969981238274,tone,1,0.08849236622389975
180,11.619762351469667,tone,1,-0.25572516711879156
180,11.719824890556598,tone,1,0.2731499309421457
180,11.819887429643526,tone,1,-0.58596007766629
180,11.919949968730457,tone,1,-0.8705924518952793
180,12.020012507817384,tone,1,-0.5335364835944335
180,12.120075046904319,tone,1,0.16057204468134756
180,12.220137585991246,tone,1,0.5235945617332713
180,12.320200125078173,tone,1,2.099331966973664
180,12.4202626641651,tone,1,2.219650059400016
180,12.520325203252035,tone,1,2.2878078539064526
180,12.620387742338963,tone,1,1.9778276096171685
180,12.72045028142589,tone,1,1.2104840581483862
180,12.820512820512818,tone,1,0.4633658567691146
180,12.920575359599752,tone,1,0.19905624237320418
180,13.02063789868668,tone,1,-0.33445325217160776
180,13.120700437773607,tone,1,-0.22515427038862923
180,13.220762976860534,tone,1,-0.5281159186811596
180,13.320825515947469,tone,1,-0.7820464714876578
180,13.420888055034396,tone,1,-0.32034510746903266
180,13.520950594121324,tone,1,-0.7327469215708808
180,13.621013133208258,tone,1,-0.38200091932015356
180,13.721075672295186,tone,1,-0.24985874722100174
180,13.821138211382113,tone,1,-0.28006733426650854
180,13.92120075046904,tone,1,-0.252948664065495
180,14.021263289555975,tone,1,-1.0696349339037794
180,14.121325828642902,tone,1,-0.9225246789803183
180,14.22138836772983,tone,1,-1.468237047812884
180,14.321450906816757,tone,1,-1.114370837038217
180,14.421513445903692,tone,1,-0.6501310407935821
180,14.52157598499062,tone,1,-0.10305175072439147
180,14.621638524077547,tone,1,0.22813818662522692
180,14.721701063164481,tone,1,-0.11838535665136968
180,14.821763602251409,tone,1,-0.49539267294540357
180,14.921826141338336,tone,1,-0.4580662525114479
180,15.021888680425263,tone,1,-0.7171357322865665
180,15.121951219512198,tone,1,-0.6362145627957033
180,15.222013758599125,tone,1,-0.8992486558785294
180,15.322076297686053,tone,1,-0.22036255611279074
180,15.42213883677298,tone,1,0.22953140962700808
180,15.522201375859915,tone,1,0.23851717170343656
180,15.622263914946842,tone,1,1.0720949767307086
180,15.72232645403377,tone,1,1.6603273171347384
180,15.822388993120697,tone,1,1.9121271360359215
180,15.922451532207631,tone,1,1.9484974679542912
180,16.02251407129456,tone,1,1.3230542168148252
180,16.122576610381486,tone,1,1.1405733046430213
180,16.22263914946842,tone,1,1.4537772069352326
180,16.322701688555348,tone,1,1.0101225460445589
180,16.422764227642276,tone,1,0.5482478130299909
180,16.522826766729203,tone,1,0.2310957729247137
180,16.622889305816138,tone,1,0.2655056436419644
180,16.722951844903065,tone,1,0.04236722077270196
180,16.823014383989992,tone,1,-0.41540024740377135
180,16.92307692307692,tone,1,-0.8401719117109
180,17.023139462163854,tone,1,-0.5538883828519253
180,17.12320200125078,tone,1,-0.3556432826370639
180,17.22326454033771,tone,1,-0.31916645014249095
180,17.323327079424644,tone,1,-0.2255096493261
180,17.42338961851157,tone,1,-0.7113350700114878
180,17.5234521575985,tone,1,-0.5721304258282
180,17.623514696685426,tone,1,-0.6625345042231073
180,17.72357723577236,tone,1,0.055784706569466075
180,17.823639774859288,tone,1,0.23615653660167485
180,17.923702313946215,tone,1,-0.26090554215061357
180,18.023764853033143,tone,1,-0.15830359490217855
180,18.123827392120077,tone,1,-0.2891757104164484
180,18.223889931207005,tone,1,-0.5501106710059792
180,18.323952470293932,tone,1,-0.968544350133393
180,18.424015009380867,tone,1,-0.6702806732734259
180,18.524077548467794,tone,1,-0.7099396313316609
180,18.62414008755472,tone,1,-0.2756420106065316
180,18.72420262664165,tone,1,-0.3951398190513086
180,18.824265165728583,tone,1,-0.445535812318972
180,18.92432770481551,tone,1,0.9831061551591954
180,19.024390243902438,tone,1,1.0601124770654773
180,19.124452782989366,tone,1,0.6858960229001269
180,19.2245153220763,tone,1,0.28135515336825623
180,19.324577861163228,tone,1,0.08539375070439727
180,19.424640400250155,tone,1,-0.5544854821772278
180,19.524702939337082,tone,1,-0.6851822349413439
180,19.624765478424017,tone,1,0.417530086897042
180,19.724828017510944,tone,1,0.5832485988745598
180,19.82489055659787,tone,1,1.3295961843575899
180,19.924953095684806,tone,1,1.5498400282808078
180,20.025015634771734,trace,1,1.6171114270441793
180,20.12507817385866,trace,1,1.6399296716788976
180,20.22514071294559,trace,1,1.3729282093849282
180,20.325203252032523,trace,1,1.6648651126329685
180,20.42526579111945,trace,1,1.3697792401131141
180,20.525328330206378,trace,1,1.4437721851797578
180,20.625390869293305,trace,1,0.9667234352470278
180,20.72545340838024,trace,1,0.7880620111444291
180,20.825515947467167,trace,1,0.37511461618459113
180,20.925578486554095,trace,1,-0.48138721011763413
180,21.02564102564103,trace,1,-0.5914706350832848
180,21.125703564727957,trace,1,-0.3124911872901467
180,21.225766103814884,trace,1,0.2622058219393397
180,21.32582864290181,trace,1,0.36985365709103957
180,21.425891181988746,trace,1,1.0068393547032324
180,21.525953721075673,trace,1,1.7170571319590118
180,21.6260162601626,trace,1,1.8176693587578885
180,21.726078799249528,trace,1,1.6000531399208908
180,21.826141338336463,trace,1,1.0988935306310823
180,21.92620387742339,trace,1,0.28256491546543555
180,22.026266416510317,trace,1,0.1809809096967386
180,22.126328955597245,trace,1,-0.11892725375677331
180,22.22639149468418,trace,1,-0.5991446101761909
180,22.326454033771107,trace,1,-0.9671930709271497
180,22.426516572858034,trace,1,-1.027305422410179
180,22.52657911194497,trace,1,-0.7628861391036571
180,22.626641651031896,trace,1,-1.137310157588664
180,22.726704190118824,trace,1,-0.9748114979849531
180,22.82676672920575,trace,1,-0.7317943422113751
180,22.926829268292686,trace,1,-0.8224186008242673
180,23.026891807379613,trace,1,-0.4515206197100303
180,23.12695434646654,trace,1,-0.4370226558023049
180,23.227016885553468,trace,1,-0.9873380380677412
180,23.327079424640402,trace,1,-1.3153852385353573
180,23.42714196372733,trace,1,-0.9329268887376522
180,23.527204502814257,trace,1,-1.1363187179446264
180,23.62726704190119,trace,1,0.30918144836961986
180,23.72732958098812,trace,1,1.001660365572966
180,23.827392120075046,trace,1,1.4717888259181857
180,23.927454659161974,trace,1,0.7820497382730908
180,24.02751719824891,trace,1,0.8833117633860269
180,24.127579737335836,trace,1,0.5954104620414462
180,24.227642276422763,trace,1,0.625835413927292
180,24.32770481550969,trace,1,0.7083976893448752
180,24.427767354596625,trace,1,0.6420286733596032
180,24.527829893683553,trace,1,0.41817339652585467
180,24.62789243277048,trace,1,0.33627666324307465
180,24.727954971857407,trace,1,0.6081918622929215
180,24.828017510944342,trace,1,-0.0018566371681182734
180,24.92808005003127,trace,1,0.5133392053066281
180,25.028142589118197,trace,1,-0.007443945352483084
180,25.12820512820513,trace,1,-0.3970273149504441
180,25.22826766729206,trace,1,-0.5502649548424738
180,25.328330206378986,trace,1,-0.6854460275030816
180,25.428392745465914,trace,1,-0.7997193912875978
180,25.528455284552848,trace,1,0.26166083970793336
180,25.628517823639775,trace,1,0.1269586537704967
180,25.728580362726703,trace,1,0.06621137128356334
180,25.82864290181363,trace,1,-0.23052858314393718
180,25.928705440900565,trace,1,-0.8166799997473181
180,26.028767979987492,trace,1,0.24642133180165166
180,26.12883051907442,trace,1,0.1966102059584377
180,26.228893058161354,trace,1,0.10630916092264664
180,26.32895559724828,trace,1,-0.46079650784500703
180,26.42901813633521,trace,1,-0.446949099670573
180,26.529080675422136,trace,1,0.16345712410256721
180,26.62914321450907,trace,1,0.8789466847570523
180,26.729205753596,trace,1,0.7470947790276858
180,26.829268292682926,trace,1,0.2836020199092243
180,26.929330831769853,trace,1,0.41130118644780483
180,27.029393370856788,trace,1,0.05617754193515085
180,27.129455909943715,trace,1,0.011874080109929306
180,27.229518449030643,trace,1,0.07998531880098453
180,27.32958098811757,trace,1,-0.6547368912723338
180,27.429643527204504,trace,1,-0.31818162029333497
180,27.529706066291432,trace,1,0.04716467859277272
180,27.62976860537836,trace,1,0.4862085573230146
180,27.729831144465294,trace,1,1.4487812147768426
180,27.82989368355222,trace,1,2.379366425101866
180,27.92995622263915,trace,1,2.3341029146426617
180,28.030018761726076,trace,1,1.2966830567426462
180,28.13008130081301,trace,1,0.3387069351901548
180,28.230143839899938,trace,1,-0.04615441651824343
180,28.330206378986865,trace,1,-0.15644425805647297
180,28.430268918073793,trace,1,0.3849733014608243
180,28.530331457160727,trace,1,0.04279593884370587
180,28.630393996247655,trace,1,1.1866484330222895
180,28.730456535334582,trace,1,1.2429400867160325
180,28.830519074421517,trace,1,0.42478549321976083
180,28.930581613508444,trace,1,-0.0870556753751723
180,29.03064415259537,trace,1,-0.48255005646778804
180,29.1307066916823,trace,1,-0.5801896690204805
180,29.230769230769234,trace,1,-0.7212439185347871
180,29.33083176985616,trace,1,-0.8529497915753222
180,29.43089430894309,trace,1,-0.8827463859531101
180,29.530956848030016,trace,1,-0.10711609861802342
180,29.63101938711695,trace,1,-0.6022021389400765
180,29.731081926203878,trace,1,-0.16834718821488256
180,29.831144465290805,trace,1,-0.8967632143457447
180,29.931207004377733,trace,1,-1.1274085721396945
180,30.031269543464667,trace,1,-0.5101664483981889
180,30.131332082551594,trace,1,-1.0270809109311347
180,30.231394621638522,trace,1,-1.363234554056691
180,30.331457160725456,trace,1,-0.8594937451977903
180,30.431519699812384,trace,1,-0.4864300657543267
180,30.53158223889931,trace,1,-0.527825913825916
180,30.63164477798624,trace,1,-0.375039703300683
180,30.731707317073173,trace,1,-1.0142900404578061
180,30.8317698561601,trace,1,-0.6945923747467944
180,30.931832395247028,trace,1,-0.8209547705519694
180,31.031894934333955,trace,1,-0.5380546059220578
180,31.13195747342089,trace,1,0.0006041548243525634
180,31.232020012507817,trace,1,0.25470797827067876
180,31.332082551594745,trace,1,0.3945267843472386
180,31.43214509068168,trace,1,-0.14091063964902054
180,31.532207629768607,trace,1,0.266864541845828
180,31.632270168855534,trace,1,-0.37898895542677746
180,31.73233270794246,trace,1,-0.6424297197377974
180,31.832395247029396,trace,1,-0.3056279246593336
180,31.932457786116323,trace,1,-1.0246150756260073
180,32.03252032520325,trace,1,-0.7572904253285744
180,32.13258286429018,trace,1,-0.7678724979706556
180,32.23264540337711,trace,1,-0.28931441511199496
180,32.33270794246404,trace,1,0.4920555994591569
180,32.43277048155097,trace,1,0.815397193177569
180,32.5328330206379,trace,1,0.9324373523180183
180,32.63289555972483,trace,1,0.8173327710557681
180,32.73295809881176,trace,1,-0.3315858693991125
180,32.833020637898684,trace,1,-0.1360685526171754
180,32.93308317698562,trace,1,-0.2932896318690162
180,33.033145716072546,trace,1,-0.23604984400795742
180,33.133208255159474,trace,1,0.2919397102559115
180,33.2332707942464,trace,1,0.6004337668825528
180,33.333333333333336,trace,1,-0.16727714533532104
180,33.43339587242026,trace,1,-0.1324619218245891
180,33.53345841150719,trace,1,-0.340157626043293
180,33.63352095059412,trace,1,-0.5699459576763911
180,33.73358348968105,trace,1,-1.1775077180417315
180,33.83364602876798,trace,1,-1.3056244310891225
180,33.93370856785491,trace,1,-1.411793146910753
180,34.03377110694184,trace,1,-0.83832686128438
180,34.13383364602877,trace,1,-1.2913398570696133
180,34.2338961851157,trace,1,-0.7307309807023902
180,34.333958724202624,trace,1,0.15513492640261622
180,34.43402126328956,trace,1,0.3626415844709969
180,34.534083802376486,trace,1,0.9435721194777155
180,34.63414634146341,trace,1,0.4261728940339606
180,34.73420888055034,trace,1,0.6303448004142929
180,34.834271419637275,trace,1,1.170088587629639
180,34.9343339587242,trace,1,1.7232843908141977
180,35.03439649781113,trace,1,1.771326579072066
180,35.134459036898065,trace,1,2.172050546336349
