Animal,time_trial,Phase,Trial,465nm_dFF_norm
180,-7.592340951204447,baseline,1,0.12101020535979876
180,-7.492279184681902,baseline,1,0.18801264742805665
180,-7.392217418159358,baseline,1,-0.17149344028869173
180,-7.292155651636813,baseline,1,-0.6093752897864819
180,-7.192093885114268,baseline,1,-0.5961713602512159
180,-7.092032118591723,baseline,1,-0.7379656842156993
180,-6.991970352069178,baseline,1,-0.933896255794366
180,-6.891908585546634,baseline,1,-0.034849881286902654
180,-6.791846819024089,baseline,1,0.6718068716197487
180,-6.691785052501544,baseline,1,1.4571045460359684
180,-6.591723285978999,baseline,1,1.7391280268190756
180,-6.491661519456455,baseline,1,1.7008081996079478
180,-6.39159975293391,baseline,1,1.1735831810524724
180,-6.291537986411365,baseline,1,0.5267287290675018
180,-6.19147621988882,baseline,1,0.37586873266638277
180,-6.091414453366275,baseline,1,0.3054500675220901
180,-5.991352686843731,baseline,1,0.45111980852697525
180,-5.891290920321186,baseline,1,-0.2947796784703002
180,-5.791229153798641,baseline,1,-0.33731854706567904
180,-5.691167387276096,baseline,1,-0.9220880293703063
180,-5.591105620753552,baseline,1,-1.2379186652371248
180,-5.491043854231007,baseline,1,-1.327988553914261
180,-5.390982087708462,baseline,1,-1.591441910404211
180,-5.290920321185917,baseline,1,-1.0036455857600413
180,-5.190858554663372,baseline,1,0.5286488058128677
180,-5.090796788140828,baseline,1,0.10458069831699895
180,-4.990735021618283,baseline,1,-0.2134430922343564
180,-4.890673255095738,baseline,1,-0.4066066557332323
180,-4.790611488573193,baseline,1,-0.598698742563475
180,-4.690549722050648,baseline,1,-0.534861250634148
180,-4.590487955528104,baseline,1,-0.8509735694348699
180,-4.490426189005559,baseline,1,-0.48218066924691705
180,-4.390364422483014,baseline,1,-0.629182977569514
180,-4.290302655960469,baseline,1,-1.0198407201312143
180,-4.190240889437925,baseline,1,-0.9252132573145857
180,-4.09017912291538,baseline,1,-0.28730793141754
180,-3.9901173563928367,baseline,1,-0.4431689344666339
180,-3.8900555898702898,baseline,1,-0.011654450315190516
180,-3.7899938233477464,baseline,1,0.5777866918593543
180,-3.6899320568251994,baseline,1,0.5866036494268966
180,-3.589870290302656,baseline,1,-0.15772346667632134
180,-3.4898085237801126,baseline,1,0.39306911090433055
180,-3.3897467572575657,baseline,1,0.2615672435852418
180,-3.2896849907350223,baseline,1,-0.1761449562085488
180,-3.1896232242124753,baseline,1,-0.2110104344991739
180,-3.089561457689932,baseline,1,-0.8127929627935996
180,-2.9894996911673886,baseline,1,-0.5501697849177456
180,-2.8894379246448416,baseline,1,-0.942726055100354
180,-2.789376158122298,baseline,1,-0.21534899370837382
180,-2.6893143915997513,baseline,1,-0.6497812684145959
180,-2.589252625077208,baseline,1,-0.3278138570051884
180,-2.4891908585546645,baseline,1,-0.5060559899692888
180,-2.3891290920321175,baseline,1,-0.36506760802231525
180,-2.289067325509574,baseline,1,-0.3713753737566376
180,-2.189005558987027,baseline,1,-0.8269495318893954
180,-2.088943792464484,baseline,1,-0.44699279775377454
180,-1.9888820259419404,baseline,1,0.4947012925582173
180,-1.8888202594193935,baseline,1,0.7846337274090595
180,-1.78875849289685,baseline,1,0.5888791816211675
180,-1.6886967263743067,baseline,1,0.6323784572290299
180,-1.5886349598517597,baseline,1,0.26021166195598594
180,-1.4885731933292163,baseline,1,0.06918121420708714
180,-1.3885114268066694,baseline,1,-0.1258943423470666
180,-1.288449660284126,baseline,1,-0.6771079167870729
180,-1.1883878937615826,baseline,1,-0.8747860488234057
180,-1.0883261272390357,baseline,1,-0.4111960537511682
180,-0.9882643607164923,baseline,1,-0.2600034200146891
180,-0.8882025941939453,baseline,1,0.14954723710335555
180,-0.7881408276714019,baseline,1,-0.014082382144547916
180,-0.6880790611488585,baseline,1,0.034865070179693876
180,-0.5880172946263116,baseline,1,0.21916657975426546
180,-0.4879555281037682,baseline,1,-0.39416478730598487
180,-0.38789376158122124,baseline,1,-0.6960591210241833
180,-0.28783199505867785,baseline,1,-0.6425718107983676
180,-0.18777022853613445,baseline,1,-0.07692238532855582
180,-0.08770846201358751,baseline,1,-0.21711731409110863
180,0.012353304508955887,tone,1,0.1343349576374247
180,0.11241507103150283,tone,1,1.5733534512403098
180,0.21247683755404623,tone,1,2.9784417081460157
180,0.3125386040765896,tone,1,4.366382049143917
180,0.41260037059913657,tone,1,4.885914362974605
180,0.51266213712168,tone,1,5.994799613782959
180,0.6127239036442234,tone,1,6.346860427168596
180,0.7127856701667703,tone,1,6.4527653525766535
180,0.8128474366893137,tone,1,6.824624756043095
180,0.9129092032118606,tone,1,6.716884507884475
180,1.012970969734404,tone,1,6.620544652540946
180,1.1130327362569474,tone,1,6.373515458801818
180,1.2130945027794944,tone,1,5.944445248655173
180,1.3131562693020378,tone,1,5.529920097799678
180,1.4132180358245847,tone,1,4.441574575951373
180,1.5132798023471281,tone,1,3.395305059226627
180,1.6133415688696715,tone,1,2.8230798769450756
180,1.7134033353922185,tone,1,2.166196768623093
180,1.8134651019147618,tone,1,1.378481896022933
180,1.9135268684373088,tone,1,0.9791460070038341
180,2.013588634959852,tone,1,0.7347215710826289
180,2.1136504014823956,tone,1,0.6822447715509374
180,2.2137121680049425,tone,1,0.2816445354095003
180,2.313773934527486,tone,1,0.35165195554816625
180,2.413835701050033,tone,1,-0.07324784104014238
180,2.5138974675725763,tone,1,-0.615525616727843
180,2.6139592340951197,tone,1,-1.133526951756129
180,2.7140210006176666,tone,1,-1.478702722759854
180,2.81408276714021,tone,1,-0.8216696481067923
180,2.9141445336627534,tone,1,-0.5993215207272176
180,3.0142063001853003,tone,1,-0.060027563841988194
180,3.1142680667078437,tone,1,0.1606592898392536
180,3.2143298332303907,tone,1,0.3226333023103492
180,3.314391599752934,tone,1,1.027940467500546
180,3.4144533662754775,tone,1,1.749392953966579
180,3.5145151327980244,tone,1,1.298729034056486
180,3.614576899320568,tone,1,1.8588869863975688
180,3.7146386658431148,tone,1,2.1891640996889885
180,3.814700432365658,tone,1,1.9222225564584678
180,3.9147621988882015,tone,1,1.7649633527376205
180,4.0148239654107485,tone,1,0.8518964417131656
180,4.114885731933292,tone,1,0.8801795693038292
180,4.214947498455839,tone,1,0.49869313587732145
180,4.315009264978382,tone,1,-0.032118276540416414
180,4.415071031500926,tone,1,-0.3920764058025461
180,4.515132798023473,tone,1,0.3322141287615015
180,4.615194564546016,tone,1,0.49317724701790017
180,4.715256331068559,tone,1,0.48985338138418943
180,4.815318097591106,tone,1,1.0355769040666072
180,4.91537986411365,tone,1,1.1509355658846827
180,5.015441630636197,tone,1,0.6954844500248264
180,5.11550339715874,tone,1,0.5740748886833323
180,5.215565163681283,tone,1,1.068639380385087
180,5.31562693020383,tone,1,1.8453653987484635
180,5.415688696726374,tone,1,2.664245982307462
180,5.515750463248921,tone,1,3.6500196853855007
180,5.615812229771464,tone,1,3.436963949467646
180,5.7158739962940075,tone,1,2.8548020327956802
180,5.815935762816554,tone,1,2.2889312789944585
180,5.915997529339098,tone,1,2.1421132551771427
180,6.016059295861645,tone,1,2.000306424545915
180,6.116121062384188,tone,1,1.8491743549113373
180,6.216182828906732,tone,1,1.6433265576405067
180,6.3162445954292785,tone,1,1.7886483040108192
180,6.416306361951822,tone,1,1.553033309519424
180,6.516368128474369,tone,1,1.0657238829292528
180,6.616429894996912,tone,1,0.38941422652049296
180,6.716491661519456,tone,1,-0.09281031648611127
180,6.816553428042003,tone,1,0.07765430624914893
180,6.916615194564546,tone,1,-0.5299487652351699
180,7.016676961087089,tone,1,-1.1219794025247531
180,7.116738727609636,tone,1,-0.39479580799559505
180,7.21680049413218,tone,1,0.14960664372673776
180,7.316862260654727,tone,1,0.7821494491890226
180,7.41692402717727,tone,1,0.6154077047018139
180,7.5169857936998135,tone,1,0.7494069590052534
180,7.61704756022236,tone,1,0.06668261650111189
180,7.717109326744904,tone,1,0.0346941095681845
180,7.817171093267451,tone,1,-0.8262530126190512
180,7.917232859789994,tone,1,-0.1186448591439385
180,8.017294626312538,tone,1,0.6190070508344792
180,8.117356392835084,tone,1,1.3836327056134798
180,8.217418159357628,tone,1,2.5460817924705177
180,8.317479925880175,tone,1,2.49529790479284
180,8.417541692402718,tone,1,2.7825518996653305
180,8.517603458925262,tone,1,3.3921655327272155
180,8.617665225447809,tone,1,3.619544185572847
180,8.717726991970352,tone,1,2.8699483486430832
180,8.817788758492895,tone,1,2.1732557694255346
180,8.917850525015442,tone,1,1.8976956580671744
180,9.017912291537986,tone,1,1.6568368584401327
180,9.117974058060533,tone,1,0.27135683342557204
180,9.218035824583076,tone,1,0.39726746530641693
180,9.31809759110562,tone,1,-0.08785561040100322
180,9.418159357628166,tone,1,-0.22080640739617197
180,9.51822112415071,tone,1,-0.7919412360049203
180,9.618282890673257,tone,1,-0.5684418261167205
180,9.7183446571958,tone,1,-0.35679670360497107
180,9.818406423718343,tone,1,-0.1293792378451917
180,9.91846819024089,tone,1,-0.3008970791570529
180,10.018529956763434,tone,1,-0.40430398076047835
180,10.11859172328598,tone,1,-0.5605320405598405
180,10.218653489808524,tone,1,-0.713207551062603
180,10.318715256331068,tone,1,-0.5447170677079858
180,10.418777022853615,tone,1,-0.9863025894414403
180,10.518838789376158,tone,1,-0.9647132425164443
180,10.618900555898705,tone,1,-1.2496591471218896
180,10.718962322421248,tone,1,-1.2306179713341285
180,10.819024088943792,tone,1,-1.138885047564468
180,10.919085855466339,tone,1,-1.0037012204520133
180,11.019147621988882,tone,1,-0.9295357185423099
180,11.119209388511425,tone,1,-0.3786044023969982
180,11.219271155033972,tone,1,-0.1083218210402129
180,11.319332921556516,tone,1,-0.47078049156601304
180,11.419394688079063,tone,1,-0.5059733421909131
180,11.519456454601606,tone,1,-0.9261101319401805
180,11.61951822112415,tone,1,-0.9522722995182297
180,11.719579987646696,tone,1,-0.756251568314274
180,11.81964175416924,tone,1,-1.060306973864175
180,11.919703520691787,tone,1,-1.1153858014208575
180,12.019765287214327,tone,1,-0.927782811807429
180,12.119827053736877,tone,1,-0.031049379842930148
180,12.21988882025942,tone,1,0.8613723755516203
180,12.319950586781964,tone,1,0.9712130908256227
180,12.420012353304507,tone,1,0.649013062475213
180,12.52007411982705,tone,1,0.5210931886668738
180,12.620135886349601,tone,1,-0.00031554402254855803
180,12.720197652872145,tone,1,0.15532673039470388
180,12.820259419394688,tone,1,0.24876687160225824
180,12.920321185917231,tone,1,0.4673485992729955
180,13.020382952439775,tone,1,0.583589675233828
180,13.120444718962325,tone,1,0.9512494838021792
180,13.220506485484869,tone,1,1.275868573598944
180,13.320568252007412,tone,1,1.4182497468372965
180,13.420630018529955,tone,1,1.64301960424427
180,13.520691785052499,tone,1,2.1839991864934287
180,13.62075355157505,tone,1,2.834496923283949
180,13.720815318097593,tone,1,3.002689890571924
180,13.820877084620136,tone,1,2.7440751437896496
180,13.92093885114268,tone,1,2.3151363740449127
180,14.021000617665223,tone,1,2.2888823765783086
180,14.121062384187773,tone,1,2.244398849717499
180,14.221124150710317,tone,1,1.827948411362273
180,14.32118591723286,tone,1,1.328203189734605
180,14.421247683755404,tone,1,0.5388283684264945
180,14.521309450277947,tone,1,0.5165381413258174
180,14.621371216800497,tone,1,0.8429830531604328
180,14.72143298332304,tone,1,1.583136675316203
180,14.821494749845584,tone,1,1.5127379316719136
180,14.921556516368128,tone,1,1.8338447817341037
180,15.021618282890671,tone,1,1.9479066884123135
180,15.121680049413222,tone,1,1.6670796507526715
180,15.221741815935765,tone,1,1.8684524640286075
180,15.321803582458308,tone,1,2.747879103033058
180,15.421865348980852,tone,1,2.2656554047043262
180,15.521927115503395,tone,1,2.445143828387374
180,15.621988882025946,tone,1,2.799399004808113
180,15.722050648548489,tone,1,2.6468701922614515
180,15.822112415071032,tone,1,2.3386788834147185
180,15.922174181593576,tone,1,1.728464405676647
180,16.02223594811612,tone,1,1.4444744122621813
180,16.12229771463867,tone,1,2.1080674646995807
180,16.222359481161213,tone,1,2.344149774813743
180,16.322421247683756,tone,1,2.459579178530284
180,16.4224830142063,tone,1,2.959202004372483
180,16.522544780728843,tone,1,3.471442250732928
180,16.622606547251387,tone,1,3.8695952425910747
180,16.722668313773937,tone,1,5.545157218887176
180,16.82273008029648,tone,1,5.76395771250996
180,16.922791846819024,tone,1,5.014402947583575
180,17.022853613341567,tone,1,4.42496103127025
180,17.12291537986411,tone,1,4.026787514617718
180,17.22297714638666,tone,1,3.386966462516238
180,17.323038912909205,tone,1,3.003977113386894
180,17.423100679431748,tone,1,2.9641351946403014
180,17.52316244595429,tone,1,3.7830394316924005
180,17.623224212476835,tone,1,4.198394293554633
180,17.723285978999385,tone,1,4.236282178328228
180,17.82334774552193,tone,1,4.211909078452732
180,17.923409512044472,tone,1,3.9481690368644644
180,18.023471278567015,tone,1,3.8524570340890545
180,18.12353304508956,tone,1,3.7219552173707684
180,18.22359481161211,tone,1,2.707384784624154
180,18.323656578134653,tone,1,1.167871134529414
180,18.423718344657196,tone,1,0.6418635052063832
180,18.52378011117974,tone,1,0.33432489158060824
180,18.623841877702283,tone,1,-0.12470849038826598
180,18.723903644224833,tone,1,-0.09314184672816693
180,18.823965410747377,tone,1,-0.43711505808216794
180,18.92402717726992,tone,1,-0.7862624123904837
180,19.024088943792464,tone,1,-1.019284170489564
180,19.124150710315007,tone,1,-1.0085839104801078
180,19.224212476837558,tone,1,-0.828500795279639
180,19.3242742433601,tone,1,-0.5853117473637008
180,19.424336009882644,tone,1,-0.9094575990321897
180,19.524397776405188,tone,1,-0.9368005379503233
180,19.62445954292773,tone,1,-0.6706052948838573
180,19.72452130945028,tone,1,0.7707528260209565
180,19.824583075972825,tone,1,1.2728826390810308
180,19.92464484249537,tone,1,1.4702180598010657
180,20.02470660901791,trace,1,1.1885353038250623
180,20.124768375540455,trace,1,1.4073529309191568
180,20.224830142063006,trace,1,1.0717435184895088
180,20.32489190858555,trace,1,0.4995855010381368
180,20.424953675108092,trace,1,0.6481929654045896
180,20.525015441630636,trace,1,-0.07044969122241913
180,20.62507720815318,trace,1,0.016541158927137933
180,20.725138974675723,trace,1,-0.5161967734286655
180,20.825200741198273,trace,1,-1.0195945998336544
180,20.925262507720817,trace,1,-1.0330699912392738
180,21.02532427424336,trace,1,-0.960605235470105
180,21.125386040765903,trace,1,-1.0823096146462596
180,21.225447807288447,trace,1,-1.2862640861072883
180,21.325509573810997,trace,1,-1.9581004647732172
180,21.42557134033354,trace,1,-2.340730980348656
180,21.525633106856084,trace,1,-2.430668865978396
180,21.625694873378627,trace,1,-1.597986517664793
180,21.72575663990117,trace,1,-0.833409170836437
180,21.82581840642372,trace,1,-0.1593570311144112
180,21.925880172946265,trace,1,0.16370246116250833
180,22.025941939468808,trace,1,0.3508846872583984
180,22.12600370599135,trace,1,0.2713433224086379
180,22.226065472513895,trace,1,0.7679706171641931
180,22.326127239036445,trace,1,0.6665436928978146
180,22.42618900555899,trace,1,0.4162780532119439
180,22.526250772081532,trace,1,0.112145609036316
180,22.626312538604076,trace,1,-0.04296511633969616
180,22.72637430512662,trace,1,-0.4622271355325375
180,22.82643607164917,trace,1,-1.0178547122171708
180,22.926497838171713,trace,1,-1.531392793031074
180,23.026559604694256,trace,1,-1.4234535110380835
180,23.1266213712168,trace,1,-1.487728309929981
180,23.226683137739343,trace,1,-1.3032397857570799
180,23.326744904261894,trace,1,-0.9079275639301956
180,23.426806670784437,trace,1,0.00951049218274514
180,23.52686843730698,trace,1,0.4959822899190655
180,23.626930203829524,trace,1,0.4602525518012565
180,23.726991970352067,trace,1,0.16429917870036745
180,23.827053736874618,trace,1,-0.0040207790383655455
180,23.92711550339716,trace,1,-0.1361619290948169
180,24.027177269919704,trace,1,-0.8956316528088882
180,24.127239036442248,trace,1,-1.668432489173515
180,24.22730080296479,trace,1,-1.8028081156897273
180,24.32736256948734,trace,1,-1.194882784091721
180,24.427424336009885,trace,1,-1.6400740881541298
180,24.52748610253243,trace,1,-1.344386354721394
180,24.627547869054972,trace,1,-0.4160171591340766
180,24.727609635577515,trace,1,0.9650191647926311
180,24.827671402100066,trace,1,1.75204231146282
180,24.92773316862261,trace,1,2.0800506625858146
180,25.027794935145153,trace,1,2.744548102511988
180,25.127856701667696,trace,1,2.2884497500221923
180,25.22791846819024,trace,1,2.7222275031326646
180,25.327980234712783,trace,1,2.121926479850893
180,25.428042001235333,trace,1,2.139904645905907
180,25.528103767757877,trace,1,1.5347752578116443
180,25.62816553428042,trace,1,1.2862125717000454
180,25.728227300802963,trace,1,1.4439264223403596
180,25.828289067325507,trace,1,-0.16058333919305043
180,25.928350833848057,trace,1,-0.2258069496242437
180,26.0284126003706,trace,1,-0.7319215555819594
180,26.128474366893144,trace,1,-1.3773906278787507
180,26.228536133415687,trace,1,-1.1341324223659945
180,26.32859789993823,trace,1,-1.0260225604599211
180,26.42865966646078,trace,1,-0.9929099957262758
180,26.528721432983325,trace,1,-0.7154675678414935
180,26.628783199505868,trace,1,-0.37536057534669387
180,26.72884496602841,trace,1,-0.15746285684993808
180,26.828906732550955,trace,1,0.4026365984479278
180,26.928968499073505,trace,1,1.038644547623756
180,27.02903026559605,trace,1,0.8490145359222326
180,27.129092032118592,trace,1,1.5588402773881396
180,27.229153798641136,trace,1,1.630308393331392
180,27.32921556516368,trace,1,1.207533554706788
180,27.42927733168623,trace,1,1.2640469680255573
180,27.529339098208773,trace,1,0.981491785958438
180,27.629400864731316,trace,1,1.266742196658523
180,27.72946263125386,trace,1,1.2855895824962271
180,27.829524397776403,trace,1,1.6740951857761215
180,27.929586164298954,trace,1,1.3415324717197428
180,28.029647930821497,trace,1,2.023000203573484
180,28.12970969734404,trace,1,2.174331862796815
180,28.229771463866584,trace,1,1.57362868754699
180,28.329833230389127,trace,1,1.5553562504533442
180,28.429894996911678,trace,1,1.160773451633941
180,28.52995676343422,trace,1,1.0241820777499608
180,28.630018529956764,trace,1,1.6828404384731879
180,28.730080296479308,trace,1,1.7454232039332913
180,28.83014206300185,trace,1,1.2402047600111448
180,28.9302038295244,trace,1,1.779134441297235
180,29.030265596046945,trace,1,1.7919238052765658
180,29.13032736256949,trace,1,2.0406191984367585
180,29.230389129092032,trace,1,2.4233278211604636
180,29.330450895614575,trace,1,2.9747748720969165
180,29.43051266213712,trace,1,3.0782553121729093
180,29.53057442865967,trace,1,3.03528485810829
180,29.630636195182213,trace,1,2.735536440512462
180,29.730697961704756,trace,1,2.413796431134626
180,29.8307597282273,trace,1,2.7198813623993305
180,29.930821494749843,trace,1,2.9077231938796637
180,30.030883261272393,trace,1,2.0832218070984947
180,30.130945027794937,trace,1,1.904238368580965
180,30.23100679431748,trace,1,1.03373284205025
180,30.331068560840023,trace,1,0.4397070302434705
180,30.431130327362567,trace,1,0.730096450227583
180,30.531192093885117,trace,1,0.4061982686646772
180,30.63125386040766,trace,1,0.2497589099818578
180,30.731315626930204,trace,1,0.30398223324742696
180,30.831377393452748,trace,1,0.013124084552438053
180,30.93143915997529,trace,1,-0.3482172271003161
180,31.03150092649784,trace,1,-0.5966459609210745
180,31.131562693020385,trace,1,-0.8113869466628113
180,31.231624459542928,trace,1,-0.9168205891989427
180,31.33168622606547,trace,1,-0.3176043994462484
180,31.431747992588015,trace,1,-0.7146097147359547
180,31.531809759110565,trace,1,-0.808005971765493
180,31.63187152563311,trace,1,-1.0654267083131328
180,31.731933292155652,trace,1,-1.5210939198920257
180,31.831995058678196,trace,1,-1.1035761415984517
180,31.93205682520074,trace,1,-0.751676611551521
180,32.03211859172329,trace,1,-0.3470210108386798
180,32.13218035824583,trace,1,0.1760235086600837
180,32.232242124768376,trace,1,-0.009463684005446796
180,32.33230389129092,trace,1,-0.1245238851786125
180,32.43236565781346,trace,1,0.49410574801525764
180,32.532427424336014,trace,1,0.602548893361695
180,32.63248919085856,trace,1,1.0087693451266537
180,32.7325509573811,trace,1,1.4113759314669172
180,32.832612723903644,trace,1,1.5189991012848847
180,32.93267449042619,trace,1,1.6403197723031746
180,33.03273625694874,trace,1,0.9376209402819313
180,33.13279802347128,trace,1,0.7348764504142706
180,33.232859789993825,trace,1,0.39960716625485165
180,33.33292155651637,trace,1,0.8820687179523439
180,33.43298332303891,trace,1,1.24765020839236
180,33.533045089561455,trace,1,1.8020129833087037
180,33.633106856084005,trace,1,1.5833394641454357
180,33.73316862260655,trace,1,1.7734369615907544
180,33.83323038912909,trace,1,1.3622412987405088
180,33.933292155651635,trace,1,0.8913660690874059
180,34.03335392217418,trace,1,0.15034578487183087
180,34.13341568869673,trace,1,0.09223930567167522
180,34.23347745521927,trace,1,0.4555434493755517
180,34.333539221741816,trace,1,0.5419156532108342
180,34.43360098826436,trace,1,0.7150171558537383
180,34.5336627547869,trace,1,0.5854759875006542
180,34.63372452130945,trace,1,0.15664383071236768
180,34.733786287832,trace,1,0.07971995085014841
180,34.83384805435454,trace,1,0.5771030913286304
180,34.93390982087708,trace,1,0.10077516585694243
180,35.03397158739963,trace,1,0.07845701899008845
180,35.13403335392218,trace,1,1.0745021747204182
180,35.23409512044472,trace,1,1.5011415672691446
180,35.334156886967264,trace,1,1.9336806641995696
180,35.43421865348981,trace,1,2.131586635469439
180,35.53428042001235,trace,1,2.0280910784076824
180,35.6343421865349,trace,1,2.069671975837588
