Animal,Trial,Phase,time_trial,465nm_dFF_norm
Sal-05,1,trace,22.72637430512662,3.1488214537007244
Sal-05,1,trace,22.82643607164917,3.2743373009337913
Sal-05,1,trace,22.926497838171713,3.1113028882230607
Sal-05,1,trace,23.026559604694256,3.4105093015921613
Sal-05,1,trace,23.1266213712168,3.104413884700178
Sal-05,1,trace,23.226683137739343,3.5377577654330787
Sal-05,1,trace,23.326744904261894,3.5221562144095473
Sal-05,1,trace,23.426806670784437,2.9588457168885096
Sal-05,1,trace,23.52686843730698,2.1534326831238926
Sal-05,1,trace,23.626930203829524,1.0776412656705945
Sal-05,1,trace,23.726991970352067,1.108874018273439
Sal-05,1,trace,23.827053736874618,5.849326370760442
Sal-05,1,trace,23.92711550339716,9.345290426053205
Sal-05,1,trace,24.027177269919704,10.946658879575354
Sal-05,1,trace,24.127239036442248,10.523514790523446
Sal-05,1,trace,24.22730080296479,9.891457124117482
Sal-05,1,trace,24.32736256948734,9.526167766992929
Sal-05,1,trace,24.427424336009885,8.541579076292951
Sal-05,1,trace,24.52748610253243,8.744088862907036
Sal-05,1,trace,24.627547869054972,8.546413728155567
Sal-05,1,trace,24.727609635577515,10.009528253890686
Sal-05,1,trace,24.827671402100066,10.465910759640066
Sal-05,1,trace,24.92773316862261,8.617038204149656
Sal-05,1,trace,25.027794935145153,8.651333712101938
Sal-05,1,trace,25.127856701667696,9.08552921731465
Sal-05,1,trace,25.22791846819024,8.10804048637371
Sal-05,1,trace,25.327980234712783,9.0268663535586
Sal-05,1,trace,25.428042001235333,10.57782827702527
Sal-05,1,trace,25.528103767757877,10.219108741396894
Sal-05,1,trace,25.62816553428042,9.33928887790082
Sal-05,1,trace,25.728227300802963,8.08219749182927
Sal-05,1,trace,25.828289067325507,8.161035684019039
Sal-05,1,trace,25.928350833848057,8.97942329168972
Sal-05,1,trace,26.0284126003706,8.518469449553772
Sal-05,1,trace,26.128474366893144,7.8930927801459125
Sal-05,1,trace,26.228536133415687,8.139967442774473
Sal-05,1,trace,26.32859789993823,8.478589064953468
Sal-05,1,trace,26.42865966646078,7.900722240247709
Sal-05,1,trace,26.528721432983325,7.614191311501788
Sal-05,1,trace,26.628783199505868,6.887504450772109
Sal-05,1,trace,26.72884496602841,7.437892752052365
Sal-05,1,trace,26.828906732550955,7.175046776100127
Sal-05,1,trace,26.928968499073505,6.126719272999384
Sal-05,1,trace,27.02903026559605,5.995645239194724
Sal-05,1,trace,27.129092032118592,6.829714356727597
Sal-05,1,trace,27.229153798641136,6.881435186031658
Sal-05,1,trace,27.32921556516368,7.661051851224597
Sal-05,1,trace,27.42927733168623,6.342241773554889
Sal-05,1,trace,27.529339098208773,5.604511322562656
Sal-05,1,trace,27.629400864731316,6.271174044384793
Sal-05,1,trace,27.72946263125386,5.2690971887640385
Sal-05,1,trace,27.829524397776403,6.1026697938749415
Sal-05,1,trace,27.929586164298954,5.868483562323923
Sal-05,1,trace,28.029647930821497,5.594925361730577
Sal-05,1,trace,28.12970969734404,5.688841729023105
Sal-05,1,trace,28.229771463866584,4.53774031875371
Sal-05,1,trace,28.329833230389127,4.366330670280125
Sal-05,1,trace,28.429894996911678,4.462461322165684
