Animal,465nm_dFF_norm,Trial,time_trial,dB,Block
229,-5.846332374896663,1,10.224448897795591,55,1
229,-6.216348516610934,1,10.324649298597194,55,1
229,-6.645666863257638,1,10.424849699398798,55,1
229,-6.643787982996783,1,10.5250501002004,55,1
229,-6.613176452373207,1,10.625250501002004,55,1
229,-6.704392243236072,1,10.725450901803608,55,1
229,-6.799442357594543,1,10.82565130260521,55,1
229,-7.532720125257082,1,10.925851703406812,55,1
229,-8.005280969762069,1,11.026052104208418,55,1
229,-6.738269889344722,1,11.12625250501002,55,1
229,-4.483121464731079,1,11.226452905811623,55,1
229,-2.812142270063541,1,11.326653306613228,55,1
229,-2.84981755896398,1,11.42685370741483,55,1
229,-3.4715031219174297,1,11.527054108216433,55,1
229,-3.7627739589313376,1,11.627254509018035,55,1
229,-3.747770926836893,1,11.72745490981964,55,1
229,-3.566597414952906,1,11.827655310621244,55,1
229,-3.307705611305972,1,11.927855711422849,55,1
229,-2.9240743878163062,1,12.02805611222445,55,1
229,-1.760187016168352,1,12.128256513026052,55,1
229,-0.7991769605778508,1,12.228456913827657,55,1
229,-0.2040180660250617,1,12.32865731462926,55,1
229,-0.9668355954895504,1,12.428857715430862,55,1
229,-1.3334884530390545,1,12.529058116232465,55,1
229,-2.810443667873008,1,12.629258517034067,55,1
229,-2.701600518798636,1,12.729458917835672,55,1
229,-1.7017912118498275,1,12.829659318637274,55,1
229,-1.546121526454838,1,12.92985971943888,55,1
229,-1.3206117845073335,1,13.03006012024048,55,1
229,-1.276654950312697,1,13.130260521042084,55,1
229,-1.4636384061327872,1,13.230460921843688,55,1
229,-1.6571257018011876,1,13.330661322645293,55,1
229,-1.3648806698004503,1,13.430861723446894,55,1
229,-0.7026252017159192,1,13.531062124248498,55,1
229,0.1122572535638762,1,13.6312625250501,55,1
229,-0.3474797811825157,1,13.731462925851703,55,1
229,0.3407445730990106,1,13.831663326653308,55,1
229,1.3569654306885393,1,13.93186372745491,55,1
229,1.669773941706933,1,14.032064128256517,55,1
229,1.62237393277594,1,14.132264529058116,55,1
229,0.9008523970745516,1,14.23246492985972,55,1
229,0.8586383471281421,1,14.332665330661325,55,1
229,0.6333216083927775,1,14.432865731462924,55,1
229,0.580117343564783,1,14.53306613226453,55,1
229,0.8297514916080893,1,14.633266533066134,55,1
229,0.5851213065471451,1,14.733466933867737,55,1
229,0.5043231194750859,1,14.83366733466934,55,1
229,-0.357392276755011,1,14.933867735470944,55,1
229,-0.3339172329245433,1,15.034068136272545,55,1
229,-0.0561540751551385,1,15.13426853707415,55,1
229,-0.4576285108634891,1,15.234468937875754,55,1
229,-0.600914359551926,1,15.334669338677354,55,1
229,0.0448601221838728,1,15.43486973947896,55,1
229,0.6591629905524993,1,15.535070140280563,55,1
229,0.043613189893037,1,15.635270541082164,55,1
229,0.3011801724381591,1,15.735470941883769,55,1
229,-0.6276525801367382,1,15.835671342685371,55,1
229,0.1114860147574944,1,15.935871743486974,55,1
229,-0.2380964233497951,1,16.03607214428858,55,1
229,0.2656660633574485,1,16.13627254509018,55,1
229,0.425705942491786,1,16.236472945891784,55,1
229,0.7312348507554302,1,16.336673346693388,55,1
229,1.0248300437561857,1,16.43687374749499,55,1
229,0.7156365629395994,1,16.537074148296593,55,1
229,0.8690324783841828,1,16.637274549098198,55,1
229,-0.1143844721275342,1,16.7374749498998,55,1
229,-1.0897824745717677,1,16.837675350701403,55,1
229,-2.433564907140682,1,16.937875751503007,55,1
229,-3.4979240058355523,1,17.03807615230461,55,1
229,-4.070154239621666,1,17.138276553106213,55,1
229,-4.981408493991358,1,17.238476953907817,55,1
229,-4.805455922836073,1,17.338677354709418,55,1
229,-3.875937293999129,1,17.438877755511022,55,1
229,-3.2161104168364627,1,17.539078156312627,55,1
229,-3.904419241727491,1,17.639278557114228,55,1
229,-4.670588641071092,1,17.739478957915832,55,1
229,-4.9051194529528575,1,17.839679358717436,55,1
229,-4.473260642079321,1,17.939879759519037,55,1
229,-4.370515676859357,1,18.04008016032064,55,1
229,-4.639552130025534,1,18.14028056112225,55,1
229,-5.261857033188379,1,18.240480961923847,55,1
229,-5.381329171143957,1,18.34068136272545,55,1
229,-4.737365801162312,1,18.440881763527056,55,1
229,-4.551336037454748,1,18.541082164328657,55,1
229,-3.967738311752049,1,18.64128256513026,55,1
229,-5.024381926141135,1,18.741482965931866,55,1
229,-5.3871573643533885,1,18.841683366733463,55,1
229,-5.7332578378399575,1,18.94188376753507,55,1
229,-6.23154439451556,1,19.042084168336675,55,1
229,-6.090114458672311,1,19.14228456913828,55,1
229,-5.738168250167155,1,19.24248496993988,55,1
229,-5.905316416720952,1,19.342685370741485,55,1
229,-5.3307026399155575,1,19.44288577154309,55,1
229,-4.865046875008691,1,19.54308617234469,55,1
229,-4.6079616510916654,1,19.64328657314629,55,1
229,-4.862065528084142,1,19.743486973947896,55,1
229,-4.6862442822153385,1,19.8436873747495,55,1
229,-4.234392201810879,1,19.943887775551104,55,1
229,-4.215165553732981,1,20.044088176352705,55,1
229,-3.995653321712728,1,20.14428857715431,55,1
229,-4.314698445607049,1,20.244488977955918,55,1
229,-3.4353391096591364,1,20.344689378757515,55,1
229,-2.8842457704403155,1,20.44488977955912,55,1
229,-2.8141913690565894,1,20.545090180360724,55,1
229,-2.0234415550640787,1,20.645290581162325,55,1
229,-2.064437184264963,1,20.74549098196393,55,1
229,-1.8923146305584269,1,20.845691382765533,55,1
229,-2.252660093731796,1,20.94589178356713,55,1
229,-1.686399194295763,1,21.04609218436874,55,1
229,-1.6345644874938154,1,21.14629258517034,55,1
229,-2.237876742351018,1,21.246492985971944,55,1
229,-2.338414272633289,1,21.34669338677355,55,1
229,-1.936163850517348,1,21.44689378757515,55,1
229,-1.4218812898193582,1,21.547094188376757,55,1
229,-1.834876775990744,1,21.64729458917836,55,1
229,-2.157474384052274,1,21.74749498997996,55,1
229,-2.1451927572777763,1,21.847695390781563,55,1
229,-2.2119294434267736,1,21.947895791583168,55,1
229,-1.7024023820724326,1,22.04809619238477,55,1
229,-1.566804365105634,1,22.148296593186373,55,1
229,-1.011629681315488,1,22.248496993987978,55,1
229,-1.0267694828643508,1,22.34869739478958,55,1
229,-0.0582555325858184,1,22.448897795591183,55,1
229,0.6367942054188394,1,22.549098196392787,55,1
229,0.7027041863780279,1,22.649298597194388,55,1
229,-0.1579544948377164,1,22.749498997995996,55,1
229,-1.103593146578446,1,22.8496993987976,55,1
229,-1.881368960404984,1,22.9498997995992,55,1
229,-1.8870654743754367,1,23.0501002004008,55,1
229,-1.936287292255662,1,23.150300601202407,55,1
229,-2.233781401604271,1,23.250501002004007,55,1
229,-2.9721595865855237,1,23.35070140280561,55,1
229,-4.308740804405371,1,23.450901803607216,55,1
229,-5.336749679703469,1,23.551102204408817,55,1
229,-5.862500302116709,1,23.65130260521042,55,1
229,-6.0576009590605855,1,23.751503006012022,55,1
229,-6.080900078997498,1,23.851703406813627,55,1
229,-5.793423423395074,1,23.95190380761523,55,1
229,-5.442897892942686,1,24.05210420841684,55,1
229,-5.814389800168833,1,24.15230460921844,55,1
229,-6.28211302133244,1,24.25250501002004,55,1
229,-6.818696234723882,1,24.352705410821645,55,1
229,-6.627452205939765,1,24.452905811623246,55,1
229,-6.981081095626887,1,24.55310621242485,55,1
229,-6.95465676114515,1,24.65330661322645,55,1
229,-6.969534152419983,1,24.753507014028056,55,1
229,-5.729607440154369,1,24.85370741482966,55,1
229,-4.520067460107629,1,24.953907815631265,55,1
229,-2.7408212628298005,1,25.054108216432866,55,1
229,-2.257839318471889,1,25.15430861723447,55,1
229,-2.454713472568816,1,25.254509018036075,55,1
229,-3.198295723568354,1,25.354709418837675,55,1
229,-3.321435626334996,1,25.45490981963928,55,1
229,-2.1261922724516213,1,25.555110220440884,55,1
229,-3.041887139175792,1,25.655310621242485,55,1
229,-2.3514595704938315,1,25.75551102204409,55,1
229,-1.601146018264377,1,25.85571142284569,55,1
229,-1.2089330279125248,1,25.95591182364729,55,1
229,-0.68015654916112,1,26.0561122244489,55,1
229,-0.246200947538826,1,26.156312625250504,55,1
229,-0.5686534335678229,1,26.256513026052104,55,1
229,-0.3919697178426381,1,26.35671342685371,55,1
229,-1.0645257603714853,1,26.45691382765531,55,1
229,-1.20484547191419,1,26.557114228456918,55,1
229,-1.6682413083025438,1,26.65731462925852,55,1
229,-1.106982212032986,1,26.75751503006012,55,1
229,-1.3781908021493234,1,26.857715430861724,55,1
229,-1.143966156172372,1,26.95791583166333,55,1
229,-0.6884921910903298,1,27.05811623246493,55,1
229,-0.6981747026852915,1,27.158316633266534,55,1
229,-1.579643705515564,1,27.258517034068134,55,1
229,-3.1045186694840186,1,27.35871743486974,55,1
229,-3.673108974337037,1,27.458917835671343,55,1
229,-3.6682191741123953,1,27.559118236472948,55,1
229,-4.208024858730242,1,27.65931863727455,55,1
229,-4.226169719395045,1,27.759519038076157,55,1
229,-3.524317875817691,1,27.85971943887776,55,1
229,-2.9306221081462414,1,27.95991983967936,55,1
229,-2.382675165124961,1,28.060120240480963,55,1
229,-2.4706325935002766,1,28.160320641282567,55,1
229,-1.1931025365568593,1,28.260521042084168,55,1
229,0.1152145246609992,1,28.36072144288577,55,1
229,-0.3049460224247127,1,28.460921843687377,55,1
229,-0.3991992080708619,1,28.561122244488978,55,1
229,-0.3344916428939483,1,28.661322645290586,55,1
229,-1.3570702891573068,1,28.761523046092183,55,1
229,-1.4856683456127886,1,28.861723446893787,55,1
229,-1.0640848063935604,1,28.96192384769539,55,1
229,-1.0506839523694438,1,29.062124248497,55,1
229,-1.6965948671560285,1,29.1623246492986,55,1
229,-2.6803180060100797,1,29.2625250501002,55,1
229,-2.9822101773522016,1,29.36272545090181,55,1
229,-2.995570537635702,1,29.462925851703407,55,1
229,-2.3221371077376523,1,29.56312625250501,55,1
229,-1.5267703997925304,1,29.663326653306616,55,1
229,-1.3545123795905,1,29.763527054108216,55,1
229,-1.6779877039961488,1,29.86372745490982,55,1
229,-0.153205975476883,1,29.963927855711425,55,1
229,1.013031779534129,1,30.06412825651303,55,1
229,1.540437615912427,1,30.164328657314627,55,1
229,1.2585162893224695,1,30.26452905811623,55,1
229,0.3836502956648945,1,30.36472945891784,55,1
229,-0.1720251069769673,1,30.46492985971944,55,1
229,-1.0972655999181722,1,30.565130260521045,55,1
229,-1.4712345630701225,1,30.66533066132265,55,1
229,-2.3818473310684625,1,30.765531062124246,55,1
229,-1.8251079679117692,1,30.86573146292585,55,1
229,-1.816525033194719,1,30.96593186372745,55,1
229,-1.5677631064619486,1,31.06613226452906,55,1
229,-0.8654069943730395,1,31.166332665330664,55,1
229,-1.064163075202727,1,31.26653306613227,55,1
229,-1.41502102159078,1,31.366733466933866,55,1
229,-0.2771932555315372,1,31.46693386773547,55,1
229,0.933889169973572,1,31.567134268537075,55,1
229,1.3809779743698511,1,31.66733466933868,55,1
229,1.5999070963843256,1,31.767535070140283,55,1
229,1.3082299533220978,1,31.867735470941888,55,1
229,1.3903066897046137,1,31.967935871743485,55,1
229,2.0742414488591843,1,32.06813627254509,55,1
229,3.067253746764921,1,32.168336673346694,55,1
229,3.891475209386582,1,32.2685370741483,55,1
229,4.045992637598917,1,32.3687374749499,55,1
229,3.9102770926306287,1,32.46893787575151,55,1
229,3.604641542183248,1,32.569138276553105,55,1
229,2.949710463745333,1,32.66933867735471,55,1
229,2.8765947804063923,1,32.76953907815631,55,1
229,2.1647892100025925,1,32.86973947895792,55,1
229,1.579341334656418,1,32.96993987975952,55,1
229,0.5643873283568109,1,33.07014028056113,55,1
229,-0.3895872811066608,1,33.170340681362724,55,1
229,-0.5466918199964452,1,33.27054108216433,55,1
229,-0.2021533194921325,1,33.37074148296593,55,1
229,-0.6142673625803409,1,33.47094188376754,55,1
229,-1.4039290393799395,1,33.57114228456914,55,1
229,-2.0907484018152345,1,33.671342685370746,55,1
229,-2.914579868521392,1,33.77154308617234,55,1
229,-4.31053479394738,1,33.87174348697395,55,1
229,-4.556296504932339,1,33.97194388777555,55,1
229,-5.366956779208367,1,34.07214428857716,55,1
229,-5.0875755765457455,1,34.17234468937876,55,1
229,-3.824131383452933,1,34.27254509018036,55,1
229,-2.898304884577918,1,34.37274549098196,55,1
229,-1.9081874562877656,1,34.47294589178357,55,1
229,-1.6007108053270251,1,34.57314629258517,55,1
229,-1.72266172288472,1,34.673346693386776,55,1
229,-0.7721517396158444,1,34.77354709418838,55,1
229,-0.208291730992164,1,34.87374749498998,55,1
229,-0.1137192601661008,1,34.97394789579158,55,1
229,-0.5594982425659096,1,35.07414829659319,55,1
229,-1.8438820600024532,1,35.17434869739479,55,1
229,-2.819745128408586,1,35.274549098196395,55,1
229,-2.910370465803596,1,35.374749498998,55,1
229,-3.0514490211097067,1,35.4749498997996,55,1
229,-2.9133434899271022,1,35.5751503006012,55,1
229,-2.457351504006061,1,35.675350701402806,55,1
229,-2.584527330472949,1,35.77555110220441,55,1
229,-0.8061033555428215,1,35.875751503006015,55,1
229,0.4835835818929903,1,35.97595190380762,55,1
229,0.8165100528842945,1,36.07615230460922,55,1
229,0.6793945487459481,1,36.17635270541082,55,1
229,0.1294504694603757,1,36.276553106212425,55,1
229,-1.2335039522449167,1,36.37675350701403,55,1
229,-0.6816474863621085,1,36.476953907815634,55,1
229,-0.5445563557160575,1,36.57715430861724,55,1
229,-0.8071570395274382,1,36.67735470941884,55,1
229,-1.0171910911339417,1,36.77755511022044,55,1
229,-0.7525141152084867,1,36.877755511022045,55,1
229,-1.5855497086510757,1,36.97795591182365,55,1
229,-1.6790374183655878,1,37.07815631262525,55,1
229,-2.8572359952399133,1,37.17835671342686,55,1
229,-3.402160520325564,1,37.278557114228455,55,1
229,-3.9562196441125006,1,37.37875751503006,55,1
229,-2.7733275993049302,1,37.478957915831664,55,1
229,-2.6513672468005045,1,37.57915831663327,55,1
229,-2.5137813414337664,1,37.67935871743487,55,1
229,-1.2583405926711744,1,37.77955911823648,55,1
229,-0.4029555726653422,1,37.87975951903808,55,1
229,-0.0958804327271276,1,37.97995991983968,55,1
229,0.6140908353881466,1,38.08016032064128,55,1
229,0.8167161639106304,1,38.18036072144289,55,1
229,1.3133896450410294,1,38.28056112224449,55,1
229,0.6504868440852323,1,38.3807615230461,55,1
229,0.3289767789689761,1,38.480961923847694,55,1
229,0.0061315396203506,1,38.5811623246493,55,1
229,-0.8144583772481795,1,38.6813627254509,55,1
229,-1.4756257300986055,1,38.78156312625251,55,1
229,-0.9613340875274032,1,38.88176352705411,55,1
229,-0.922647512051284,1,38.98196392785572,55,1
229,-0.5933071794149041,1,39.08216432865731,55,1
229,0.2704726554009575,1,39.18236472945892,55,1
229,1.2606540301335287,1,39.28256513026052,55,1
229,0.9916291437600752,1,39.38276553106213,55,1
229,0.4419911388208241,1,39.48296593186373,55,1
229,-0.1540247928350999,1,39.58316633266533,55,1
229,-0.5123443714363661,1,39.68336673346693,55,1
229,-0.6330679509894312,1,39.78356713426854,55,1
229,-0.6201632392857694,1,39.88376753507014,55,1
229,-0.9444555498479522,1,39.98396793587175,55,1
229,-1.082853922682664,1,40.08416833667335,55,1
229,-1.06060441780653,1,40.18436873747495,55,1
229,-0.6107318715344032,1,40.28456913827655,55,1
229,-0.4558220113566492,1,40.38476953907816,55,1
229,-0.7566762326645613,1,40.48496993987976,55,1
229,-0.5517277116885612,1,40.585170340681366,55,1
229,-0.7091344612962474,1,40.68537074148297,55,1
229,-0.9165257951363226,1,40.78557114228457,55,1
229,-1.2111826866352808,1,40.88577154308617,55,1
229,-1.5503175578978616,1,40.985971943887776,55,1
229,-1.0324673559981687,1,41.08617234468938,55,1
229,-0.7736923033545795,1,41.186372745490985,55,1
229,-0.7991329726090043,1,41.28657314629259,55,1
229,-1.0748096886646763,1,41.38677354709419,55,1
229,-2.095500727188526,1,41.48697394789579,55,1
229,-2.5548242077465755,1,41.5871743486974,55,1
229,-2.90063296644609,1,41.687374749499,55,1
229,-3.2914065056213917,1,41.78757515030061,55,1
229,-4.229288767649771,1,41.88777555110221,55,1
229,-5.237377186477758,1,41.987975951903806,55,1
229,-5.904947664003526,1,42.08817635270541,55,1
229,-6.90835905856784,1,42.188376753507015,55,1
229,-7.397144674588119,1,42.28857715430862,55,1
229,-8.035316447919968,1,42.388777555110224,55,1
229,-8.558960105035107,1,42.48897795591183,55,1
229,-8.087716782275836,1,42.58917835671343,55,1
229,-7.516118981630423,1,42.68937875751503,55,1
229,-7.265411095492454,1,42.78957915831664,55,1
229,-7.546083744792819,1,42.88977955911824,55,1
229,-7.894633273938643,1,42.98997995991984,55,1
229,-7.933825654355533,1,43.09018036072145,55,1
229,-7.150598467642104,1,43.190380761523045,55,1
229,-7.075620877898128,1,43.29058116232465,55,1
229,-5.8269856775913285,1,43.390781563126254,55,1
229,-5.24881459829614,1,43.49098196392786,55,1
229,-4.7593508446517285,1,43.59118236472946,55,1
229,-3.734796021964522,1,43.69138276553107,55,1
229,-2.18629498305931,1,43.79158316633266,55,1
229,-1.4516812292912902,1,43.89178356713427,55,1
229,-0.505503504155804,1,43.99198396793587,55,1
229,0.2553657627303724,1,44.09218436873748,55,1
229,-0.2150429017376293,1,44.19238476953908,55,1
229,-0.1814034938513875,1,44.29258517034068,55,1
229,-0.0684829224541399,1,44.39278557114229,55,1
229,-0.1339649022254243,1,44.49298597194389,55,1
229,0.4283074299788327,1,44.59318637274549,55,1
229,0.613592967682788,1,44.6933867735471,55,1
229,1.2375451526595471,1,44.7935871743487,55,1
229,2.6090794825188657,1,44.8937875751503,55,1
229,3.432505985106092,1,44.9939879759519,55,1
229,3.546914213779325,1,45.09418837675351,55,1
229,2.716190626729829,1,45.19438877755511,55,1
229,2.836036939562391,1,45.29458917835672,55,1
229,3.4836322728755893,1,45.39478957915832,55,1
229,5.097165144631786,1,45.49498997995992,55,1
229,5.856624862614405,1,45.59519038076152,55,1
229,6.415247351765112,1,45.69539078156313,55,1
229,6.904437939555325,1,45.79559118236473,55,1
229,6.829842085369514,1,45.895791583166336,55,1
229,6.61193356078043,1,45.99599198396794,55,1
229,5.751693387248554,1,46.09619238476954,55,1
229,4.953689716792943,1,46.19639278557114,55,1
229,4.823716798649958,1,46.296593186372746,55,1
229,5.060114210990081,1,46.39679358717435,55,1
229,5.538956297472732,1,46.49699398797596,55,1
229,7.3315559803458035,1,46.59719438877756,55,1
229,8.449487419357299,1,46.69739478957916,55,1
229,8.647358800730293,1,46.79759519038076,55,1
229,7.994756978529999,1,46.897795591182366,55,1
229,7.794420466974916,1,46.99799599198397,55,1
229,7.870267152004097,1,47.09819639278557,55,1
229,5.657320708420386,1,47.19839679358718,55,1
229,3.233888243003314,1,47.298597194388776,55,1
229,1.7089255747313117,1,47.39879759519038,55,1
229,1.406221406269602,1,47.49899799599199,55,1
229,0.5559918255854843,1,47.59919839679359,55,1
229,1.0419241369494243,1,47.6993987975952,55,1
229,1.0559830463724302,1,47.7995991983968,55,1
229,0.5297840024473567,1,47.8997995991984,55,1
229,-0.7487023269340433,1,48.0,55,1
229,-0.5855551783185351,2,-2.0,95,1
229,-0.7208010494337851,2,-1.8997995991983967,95,1
229,-0.8214703535503789,2,-1.7995991983967936,95,1
229,-0.9259561659473664,2,-1.6993987975951903,95,1
229,-0.9318400173485012,2,-1.5991983967935872,95,1
229,-0.916555875754228,2,-1.498997995991984,95,1
229,-0.9103113938504356,2,-1.3987975951903806,95,1
229,-0.9574579964019198,2,-1.2985971943887775,95,1
229,-0.9044128630379032,2,-1.1983967935871744,95,1
229,-0.8611872358791042,2,-1.0981963927855711,95,1
229,0.3770417468077772,2,-0.9979959919839678,95,1
229,1.663922126104136,2,-0.8977955911823647,95,1
229,1.8715721135091208,2,-0.7975951903807614,95,1
229,1.767737936229446,2,-0.6973947895791583,95,1
229,1.3621774985902864,2,-0.597194388777555,95,1
229,0.9199719377928236,2,-0.4969939879759519,95,1
229,0.5458237617855671,2,-0.3967935871743486,95,1
229,0.161640490913226,2,-0.2965931863727453,95,1
229,0.029100212523096,2,-0.1963927855711422,95,1
229,-0.163439694733326,2,-0.0961923847695389,95,1
229,0.0539248752257957,2,0.0040080160320643,95,1
229,0.8961770438844315,2,0.1042084168336674,95,1
229,1.3231244693807065,2,0.2044088176352705,95,1
229,1.572160730566565,2,0.3046092184368736,95,1
229,1.5985449803720997,2,0.4048096192384771,95,1
229,1.4992416829686368,2,0.5050100200400802,95,1
229,1.476734898587193,2,0.6052104208416833,95,1
229,1.490612421553103,2,0.7054108216432868,95,1
229,1.4479004487148326,2,0.8056112224448899,95,1
229,1.4527127866539002,2,0.905811623246493,95,1
229,1.6214708835807146,2,1.006012024048096,95,1
229,1.662536036867516,2,1.1062124248496996,95,1
229,1.837800880165748,2,1.2064128256513027,95,1
229,2.014616162569728,2,1.3066132264529058,95,1
229,2.162635697873074,2,1.406813627254509,95,1
229,2.0143727261949533,2,1.5070140280561124,95,1
229,1.7980493754103637,2,1.6072144288577157,95,1
229,1.6385498766375606,2,1.7074148296593186,95,1
229,1.5313558299609105,2,1.807615230460922,95,1
229,1.459583348387786,2,1.9078156312625247,95,1
229,1.2776549929608183,2,2.0080160320641287,95,1
229,1.0025292452182644,2,2.108216432865732,95,1
229,0.8420911327227885,2,2.208416833667335,95,1
229,0.925164170249664,2,2.3086172344689384,95,1
229,1.0953788331781749,2,2.408817635270541,95,1
229,1.1609909127519151,2,2.509018036072145,95,1
