,Animal,time_trial,Phase,Trial,465nm_dFF_norm
112,145,-8.792995622263915,baseline,1,-0.602106304199271
113,145,-8.692933083176985,baseline,1,0.1285076732504627
114,145,-8.592870544090056,baseline,1,0.09677305656168558
115,145,-8.492808005003127,baseline,1,0.4732729824464277
116,145,-8.392745465916198,baseline,1,0.5299396854337086
117,145,-8.292682926829269,baseline,1,0.11846505984734783
118,145,-8.19262038774234,baseline,1,-0.7068260152334169
119,145,-8.09255784865541,baseline,1,0.33432417145019927
120,145,-7.992495309568481,baseline,1,-0.1905141841038565
121,145,-7.892432770481552,baseline,1,-0.4832108403450245
122,145,-7.792370231394621,baseline,1,-0.04195949794023908
123,145,-7.692307692307692,baseline,1,0.244682817729784
124,145,-7.592245153220762,baseline,1,0.7297334972185345
125,145,-7.492182614133833,baseline,1,1.2700685433940788
126,145,-7.392120075046904,baseline,1,0.5149477131746651
127,145,-7.292057535959975,baseline,1,-1.3957814019690675
128,145,-7.191994996873046,baseline,1,-0.8853497918520814
129,145,-7.0919324577861165,baseline,1,-1.0514155544096002
130,145,-6.991869918699187,baseline,1,-0.8463245097696531
131,145,-6.891807379612258,baseline,1,-0.23036506246932834
132,145,-6.791744840525329,baseline,1,-1.1901470057957821
133,145,-6.6916823014384,baseline,1,-0.9701110621483726
134,145,-6.5916197623514705,baseline,1,-0.3403483347124773
135,145,-6.4915572232645395,baseline,1,-0.2634896258819449
136,145,-6.39149468417761,baseline,1,-0.2582995538388944
137,145,-6.291432145090681,baseline,1,-0.21665824884048818
138,145,-6.191369606003752,baseline,1,0.35566533627535435
139,145,-6.091307066916823,baseline,1,1.263455187106744
140,145,-5.991244527829894,baseline,1,0.3462245476239927
141,145,-5.891181988742964,baseline,1,-1.3151392995294944
142,145,-5.791119449656035,baseline,1,0.02113168605278149
143,145,-5.691056910569106,baseline,1,-1.8236257086330636
144,145,-5.590994371482177,baseline,1,-0.9589144920057
145,145,-5.490931832395248,baseline,1,-1.6921402900522617
146,145,-5.390869293308318,baseline,1,-2.0167652438414
147,145,-5.290806754221389,baseline,1,-0.4323323714936971
148,145,-5.190744215134458,baseline,1,0.8574050158084676
149,145,-5.090681676047529,baseline,1,0.6027806767467068
150,145,-4.9906191369606,baseline,1,1.4490689523991132
151,145,-4.890556597873671,baseline,1,1.578880755105003
152,145,-4.7904940587867415,baseline,1,0.6273355560560943
153,145,-4.690431519699812,baseline,1,0.39385234268258557
154,145,-4.590368980612883,baseline,1,-0.4006039459900647
155,145,-4.490306441525954,baseline,1,-1.7437039777810168
156,145,-4.390243902439025,baseline,1,-1.2382808575366302
157,145,-4.2901813633520955,baseline,1,-1.809713181705557
158,145,-4.190118824265166,baseline,1,-1.3033937170044962
159,145,-4.090056285178237,baseline,1,-2.6205892723114483
160,145,-3.989993746091308,baseline,1,-2.277777913829851
161,145,-3.889931207004377,baseline,1,-1.5546604066067393
162,145,-3.7898686679174496,baseline,1,-0.8589161225207205
163,145,-3.6898061288305186,baseline,1,-0.777300983041427
164,145,-3.589743589743591,baseline,1,0.23179943028588434
165,145,-3.4896810506566602,baseline,1,-0.3396368708215799
166,145,-3.389618511569733,baseline,1,-1.6462352982390722
167,145,-3.289555972482802,baseline,1,-0.9367988904469918
168,145,-3.189493433395871,baseline,1,0.2161371238322395
169,145,-3.0894308943089435,baseline,1,-0.35756115687221635
170,145,-2.9893683552220125,baseline,1,0.9906256975610492
171,145,-2.889305816135085,baseline,1,0.030980604564368533
172,145,-2.789243277048154,baseline,1,1.6352141693487765
173,145,-2.6891807379612267,baseline,1,0.8444533803763499
174,145,-2.5891181988742957,baseline,1,0.031127638506862974
175,145,-2.4890556597873683,baseline,1,0.9610605814970262
176,145,-2.3889931207004373,baseline,1,0.6315317333260065
177,145,-2.28893058161351,baseline,1,1.93121598500059
178,145,-2.188868042526579,baseline,1,1.9667827020749338
179,145,-2.0888055034396515,baseline,1,1.8792525234533608
180,145,-1.9887429643527206,baseline,1,1.5284575174639443
181,145,-1.8886804252657896,baseline,1,1.0922393278432607
182,145,-1.7886178861788622,baseline,1,3.206754173886933
183,145,-1.6885553470919312,baseline,1,1.6833419611698777
184,145,-1.5884928080050038,baseline,1,0.4000492952152509
185,145,-1.4884302689180728,baseline,1,-1.0334920915972647
186,145,-1.3883677298311454,baseline,1,0.524280598894972
187,145,-1.2883051907442145,baseline,1,0.583307189070248
188,145,-1.188242651657287,baseline,1,0.12725532378561452
189,145,-1.088180112570356,baseline,1,-0.48187483349005766
190,145,-0.9881175734834287,baseline,1,-0.206955541541489
191,145,-0.8880550343964977,baseline,1,0.5884655779000444
192,145,-0.7879924953095667,baseline,1,-0.14229587442022257
193,145,-0.6879299562226393,baseline,1,-0.16230400587894842
194,145,-0.5878674171357083,baseline,1,-0.20755667471161732
195,145,-0.4878048780487809,baseline,1,-0.47966901671432827
196,145,-0.38774233896184995,baseline,1,-1.236013852655167
197,145,-0.28767979987492254,baseline,1,0.18478791593440136
198,145,-0.18761726078799157,baseline,1,-0.2549705810727826
199,145,-0.08755472170106415,baseline,1,0.43258114976110823
200,145,0.012507817385866815,tone,1,1.4278922646099355
201,145,0.11257035647279423,tone,1,1.2546560425784237
202,145,0.2126328955597252,tone,1,0.07739567414520047
203,145,0.3126954346466526,tone,1,0.9113270878029086
204,145,0.4127579737335836,tone,1,0.6440599079766895
205,145,0.5128205128205146,tone,1,0.6558783461641413
206,145,0.612883051907442,tone,1,0.6840137587412433
207,145,0.7129455909943729,tone,1,0.2922543700648306
208,145,0.8130081300813004,tone,1,-0.8217253217962357
209,145,0.9130706691682313,tone,1,-0.2028780424026352
210,145,1.0131332082551587,tone,1,3.1411912693464377
211,145,1.1131957473420897,tone,1,3.0137669241245812
212,145,1.2132582864290171,tone,1,3.27997510035337
213,145,1.313320825515948,tone,1,0.8212119945693096
214,145,1.4133833646028755,tone,1,1.3413364798724916
215,145,1.5134459036898065,tone,1,1.4194996723992988
216,145,1.6135084427767339,tone,1,1.6563749408897173
217,145,1.7135709818636649,tone,1,2.4357632714563207
218,145,1.8136335209505958,tone,1,2.971475925678104
219,145,1.9136960600375232,tone,1,2.223922896951468
220,145,2.013758599124454,tone,1,1.3850837626963948
221,145,2.1138211382113816,tone,1,0.4225788295795901
222,145,2.2138836772983126,tone,1,0.3995962808354486
223,145,2.31394621638524,tone,1,0.5164187491802804
224,145,2.414008755472171,tone,1,0.32512339452490974
225,145,2.5140712945590984,tone,1,1.2033420411071016
226,145,2.6141338336460294,tone,1,0.6416624505954244
227,145,2.7141963727329568,tone,1,-0.6320590437760395
228,145,2.8142589118198877,tone,1,1.3543480630329265
229,145,2.914321450906815,tone,1,1.2096195448653622
230,145,3.014383989993746,tone,1,0.8167166985953356
231,145,3.114446529080677,tone,1,1.0758422584523677
232,145,3.2145090681676045,tone,1,0.060969282919680824
233,145,3.3145716072545355,tone,1,0.5872358318123777
234,145,3.414634146341463,tone,1,1.20473636931441
235,145,3.514696685428394,tone,1,1.187778031844104
236,145,3.6147592245153213,tone,1,1.2901568233137373
237,145,3.7148217636022522,tone,1,2.0143294146477344
238,145,3.8148843026891797,tone,1,1.6287234467090295
239,145,3.9149468417761106,tone,1,1.8666100327461321
240,145,4.015009380863038,tone,1,0.2278148963933722
241,145,4.115071919949969,tone,1,1.2670563922920703
242,145,4.215134459036896,tone,1,-0.23277171745716688
243,145,4.315196998123827,tone,1,0.6492393231670592
244,145,4.415259537210758,tone,1,-0.25304850821481806
245,145,4.515322076297686,tone,1,0.8303999736467503
246,145,4.615384615384617,tone,1,-0.2432798580694061
247,145,4.715447154471544,tone,1,0.11659337232073665
248,145,4.815509693558475,tone,1,1.0425049348475888
249,145,4.9155722326454026,tone,1,0.04983154995051231
250,145,5.0156347717323335,tone,1,0.44300712051122015
251,145,5.115697310819261,tone,1,1.0132426407504662
252,145,5.215759849906192,tone,1,2.7910455306050217
253,145,5.315822388993119,tone,1,2.783403220205428
254,145,5.41588492808005,tone,1,1.1742203997019163
255,145,5.515947467166978,tone,1,1.8733664975743363
256,145,5.616010006253909,tone,1,1.342614435344831
257,145,5.71607254534084,tone,1,0.38278045579015374
258,145,5.816135084427767,tone,1,-0.9246463328992226
259,145,5.916197623514698,tone,1,0.24845033811069966
260,145,6.016260162601625,tone,1,1.2031325081020712
261,145,6.116322701688556,tone,1,-0.4987780179196127
262,145,6.216385240775484,tone,1,-0.2677567111915218
263,145,6.316447779862415,tone,1,0.7846516256733028
264,145,6.416510318949342,tone,1,-0.08857373862141323
265,145,6.516572858036273,tone,1,0.2234781537261313
266,145,6.616635397123201,tone,1,0.31598493774497133
267,145,6.716697936210132,tone,1,-0.28940751005152054
268,145,6.816760475297059,tone,1,-0.5396521574451714
269,145,6.91682301438399,tone,1,-0.7319824713139131
270,145,7.016885553470921,tone,1,-1.0595105903905295
271,145,7.116948092557848,tone,1,0.04919306820916345
272,145,7.217010631644779,tone,1,-0.4001878851119824
273,145,7.317073170731707,tone,1,0.027301871121239076
274,145,7.417135709818638,tone,1,0.15358496784203587
275,145,7.517198248905565,tone,1,-0.018133892445364785
276,145,7.617260787992496,tone,1,-0.6866501308682015
277,145,7.7173233270794235,tone,1,-0.04168396577798954
278,145,7.8173858661663544,tone,1,-0.794194073856818
279,145,7.917448405253282,tone,1,-0.30086696317582345
280,145,8.017510944340213,tone,1,-1.3155938990171827
281,145,8.11757348342714,tone,1,0.7236789620030856
282,145,8.217636022514071,tone,1,0.24012445997729423
283,145,8.317698561601002,tone,1,1.3336588576289328
284,145,8.41776110068793,tone,1,1.6491583352964219
285,145,8.51782363977486,tone,1,0.3382832696928616
286,145,8.617886178861788,tone,1,0.7638412799989173
287,145,8.717948717948719,tone,1,0.45922742080521756
288,145,8.818011257035646,tone,1,-0.5293908180304981
289,145,8.918073796122577,tone,1,0.18796617533303867
290,145,9.018136335209505,tone,1,-1.7061471586053385
291,145,9.118198874296436,tone,1,-0.9236955438127189
292,145,9.218261413383363,tone,1,-1.2340152240909246
293,145,9.318323952470294,tone,1,0.7175051291261718
294,145,9.418386491557222,tone,1,1.738867345466222
295,145,9.518449030644152,tone,1,0.6718006753382698
296,145,9.618511569731083,tone,1,0.6175124370810987
297,145,9.71857410881801,tone,1,2.1176931173080495
298,145,9.818636647904942,tone,1,0.6452547470597976
299,145,9.91869918699187,tone,1,-0.033425247782904184
300,145,10.0187617260788,tone,1,0.46084485895271854
301,145,10.118824265165728,tone,1,0.3795119103323034
302,145,10.218886804252659,tone,1,0.8636921722946591
303,145,10.318949343339586,tone,1,-0.016991037107842756
304,145,10.419011882426517,tone,1,-0.5978735544385839
305,145,10.519074421513444,tone,1,0.11723729703993142
306,145,10.619136960600375,tone,1,-0.1615742848761223
307,145,10.719199499687303,tone,1,-0.2844142831449421
308,145,10.819262038774234,tone,1,0.1633846265159924
309,145,10.919324577861165,tone,1,-0.19824050025420792
310,145,11.019387116948092,tone,1,0.8143534893870884
311,145,11.119449656035023,tone,1,0.18576589486103828
312,145,11.21951219512195,tone,1,0.8613068397082572
313,145,11.319574734208881,tone,1,1.6926750210607406
314,145,11.419637273295809,tone,1,0.18144396488193712
315,145,11.51969981238274,tone,1,0.781214369783054
316,145,11.619762351469667,tone,1,0.7166744805209581
317,145,11.719824890556598,tone,1,0.807993026715759
318,145,11.819887429643526,tone,1,1.195766950833224
319,145,11.919949968730457,tone,1,1.607663384221056
320,145,12.020012507817384,tone,1,1.7360068327076803
321,145,12.120075046904319,tone,1,0.883024269693603
322,145,12.220137585991246,tone,1,0.16647435383844536
323,145,12.320200125078173,tone,1,0.3562622086560638
324,145,12.4202626641651,tone,1,0.06950748174213
325,145,12.520325203252035,tone,1,0.1895534132959553
326,145,12.620387742338963,tone,1,1.9848227159671572
327,145,12.72045028142589,tone,1,2.374214362324269
328,145,12.820512820512818,tone,1,2.1772146858446524
329,145,12.920575359599752,tone,1,1.6509007049128288
330,145,13.02063789868668,tone,1,2.145309052147056
331,145,13.120700437773607,tone,1,-0.01887326475501086
332,145,13.220762976860534,tone,1,0.0015628989153142374
333,145,13.320825515947469,tone,1,0.6209765037221254
334,145,13.420888055034396,tone,1,-1.4640339505574549
335,145,13.520950594121324,tone,1,-1.6055224743979597
336,145,13.621013133208258,tone,1,-0.13374737122468913
337,145,13.721075672295186,tone,1,-1.8628906983527396
338,145,13.821138211382113,tone,1,-1.4065221689569454
339,145,13.92120075046904,tone,1,-1.5565344779030024
340,145,14.021263289555975,tone,1,-1.0146645571999569
341,145,14.121325828642902,tone,1,0.10036869462303032
342,145,14.22138836772983,tone,1,0.6163607040207414
343,145,14.321450906816757,tone,1,1.794876968886287
344,145,14.421513445903692,tone,1,1.6688721572521696
345,145,14.52157598499062,tone,1,1.623983130667575
346,145,14.621638524077547,tone,1,0.6006467871904485
347,145,14.721701063164481,tone,1,1.4948746224716956
348,145,14.821763602251409,tone,1,0.42441390692422787
349,145,14.921826141338336,tone,1,-0.6890108978098589
350,145,15.021888680425263,tone,1,-0.7280126636422195
351,145,15.121951219512198,tone,1,0.7001171541288451
352,145,15.222013758599125,tone,1,-0.006309663353853915
353,145,15.322076297686053,tone,1,-0.26947790256987325
354,145,15.42213883677298,tone,1,0.9905058537328649
355,145,15.522201375859915,tone,1,-1.6659385998518843
356,145,15.622263914946842,tone,1,-0.8682703164770283
357,145,15.72232645403377,tone,1,-1.1886696874247358
358,145,15.822388993120697,tone,1,1.2040218337178343
359,145,15.922451532207631,tone,1,1.4171684614436943
360,145,16.02251407129456,tone,1,1.706957654950531
361,145,16.122576610381486,tone,1,1.2328505943043075
362,145,16.22263914946842,tone,1,1.779194620486054
363,145,16.322701688555348,tone,1,0.1357598935599178
364,145,16.422764227642276,tone,1,0.5324916007745599
365,145,16.522826766729203,tone,1,-0.9729887272006462
366,145,16.622889305816138,tone,1,-1.2378376419375192
367,145,16.722951844903065,tone,1,-0.31308379277408016
368,145,16.823014383989992,tone,1,0.43490112804988595
369,145,16.92307692307692,tone,1,-0.09647131685527337
370,145,17.023139462163854,tone,1,0.36869562282783763
371,145,17.12320200125078,tone,1,0.2410150651399454
372,145,17.22326454033771,tone,1,-0.07414562897153525
373,145,17.323327079424644,tone,1,-0.16063782937925264
374,145,17.42338961851157,tone,1,-1.0244549606384283
375,145,17.5234521575985,tone,1,-1.1404129032904415
376,145,17.623514696685426,tone,1,-0.4479613147198463
377,145,17.72357723577236,tone,1,-0.11267980937607179
378,145,17.823639774859288,tone,1,-1.9364901789906521
379,145,17.923702313946215,tone,1,-0.13105306156133462
380,145,18.023764853033143,tone,1,0.5169722769402465
381,145,18.123827392120077,tone,1,-0.7314506267623242
382,145,18.223889931207005,tone,1,-0.0959108857190758
383,145,18.323952470293932,tone,1,-1.3103442283235274
384,145,18.424015009380867,tone,1,-0.9994764047753492
385,145,18.524077548467794,tone,1,-0.580266446767196
386,145,18.62414008755472,tone,1,-1.2097074447527896
387,145,18.72420262664165,tone,1,-1.7859807844086968
388,145,18.824265165728583,tone,1,-2.1180778314877236
389,145,18.92432770481551,tone,1,-2.599877202623423
390,145,19.024390243902438,tone,1,-1.7206162855833769
391,145,19.124452782989366,tone,1,-0.7034767166504482
392,145,19.2245153220763,tone,1,0.8681483708122616
393,145,19.324577861163228,tone,1,0.8671147684991045
394,145,19.424640400250155,tone,1,0.9831099642736082
395,145,19.524702939337082,tone,1,-2.0565191326401306
396,145,19.624765478424017,tone,1,-0.9246673571692258
397,145,19.724828017510944,tone,1,-1.9969749895076465
398,145,19.82489055659787,tone,1,-1.6414208145127043
399,145,19.924953095684806,tone,1,-0.9614740053459067
400,145,20.025015634771734,trace,1,-0.8534205024888135
401,145,20.12507817385866,trace,1,-0.6995312341696163
402,145,20.22514071294559,trace,1,-0.04896962830788909
403,145,20.325203252032523,trace,1,-0.43005311558408577
404,145,20.42526579111945,trace,1,2.2672513096890454
405,145,20.525328330206378,trace,1,3.7979837531254463
406,145,20.625390869293305,trace,1,3.807716905526884
407,145,20.72545340838024,trace,1,4.2879022960883
408,145,20.825515947467167,trace,1,2.638615105822169
409,145,20.925578486554095,trace,1,2.551394359492547
410,145,21.02564102564103,trace,1,2.837077467375472
411,145,21.125703564727957,trace,1,2.064159667177582
412,145,21.225766103814884,trace,1,2.4486558774835308
413,145,21.32582864290181,trace,1,2.6498724779989753
414,145,21.425891181988746,trace,1,2.032526963113708
415,145,21.525953721075673,trace,1,0.9334232550029015
416,145,21.6260162601626,trace,1,1.3440994553573269
417,145,21.726078799249528,trace,1,1.1048122052659923
418,145,21.826141338336463,trace,1,1.0621881316304376
419,145,21.92620387742339,trace,1,0.9156081068625943
420,145,22.026266416510317,trace,1,0.67080840886441
421,145,22.126328955597245,trace,1,0.5841964530386488
422,145,22.22639149468418,trace,1,1.3401147288285995
423,145,22.326454033771107,trace,1,-0.014192755316886909
424,145,22.426516572858034,trace,1,1.1305677939258167
425,145,22.52657911194497,trace,1,1.5073168298889812
426,145,22.626641651031896,trace,1,1.228665548158404
427,145,22.726704190118824,trace,1,1.7731267651721125
428,145,22.82676672920575,trace,1,2.0952311041932803
429,145,22.926829268292686,trace,1,1.0938330340261322
430,145,23.026891807379613,trace,1,0.3425470530142866
431,145,23.12695434646654,trace,1,0.5269519496047349
432,145,23.227016885553468,trace,1,-0.862229142012026
433,145,23.327079424640402,trace,1,0.44509805417307113
434,145,23.42714196372733,trace,1,-0.23119947374277408
435,145,23.527204502814257,trace,1,0.4046424846177077
436,145,23.62726704190119,trace,1,1.340701040801551
437,145,23.72732958098812,trace,1,2.091449131704339
438,145,23.827392120075046,trace,1,0.267018225274116
439,145,23.927454659161974,trace,1,1.0828581072816192
440,145,24.02751719824891,trace,1,0.49634504086099884
441,145,24.127579737335836,trace,1,0.6209351949351162
442,145,24.227642276422763,trace,1,1.3388906265189802
443,145,24.32770481550969,trace,1,0.6396261563014788
444,145,24.427767354596625,trace,1,1.9657423582934261
445,145,24.527829893683553,trace,1,0.6346496747978144
446,145,24.62789243277048,trace,1,2.3721369149427303
447,145,24.727954971857407,trace,1,2.7416929767151035
448,145,24.828017510944342,trace,1,2.321028612372394
449,145,24.92808005003127,trace,1,4.173369596689502
450,145,25.028142589118197,trace,1,1.8414009236290254
451,145,25.12820512820513,trace,1,1.0395720257220575
452,145,25.22826766729206,trace,1,1.195562390244151
453,145,25.328330206378986,trace,1,-0.21092230852506116
454,145,25.428392745465914,trace,1,1.2331548601767883
455,145,25.528455284552848,trace,1,0.7732358641743046
456,145,25.628517823639775,trace,1,-0.39358002749209614
457,145,25.728580362726703,trace,1,-0.497780361092877
458,145,25.82864290181363,trace,1,-2.2284738198214593
459,145,25.928705440900565,trace,1,-0.8479714384943757
460,145,26.028767979987492,trace,1,-0.724145195638788
461,145,26.12883051907442,trace,1,-0.6055299751609524
462,145,26.228893058161354,trace,1,-0.4829681790030278
463,145,26.32895559724828,trace,1,-0.3067625073229548
464,145,26.42901813633521,trace,1,0.31144900172013595
465,145,26.529080675422136,trace,1,-1.0316824349877685
466,145,26.62914321450907,trace,1,0.21828319060034618
467,145,26.729205753596,trace,1,-0.8842322003429659
468,145,26.829268292682926,trace,1,0.07956603466270777
469,145,26.929330831769853,trace,1,0.3311475654242195
470,145,27.029393370856788,trace,1,-0.22503676053796748
471,145,27.129455909943715,trace,1,-0.29539030546236156
472,145,27.229518449030643,trace,1,1.4422621137545624
473,145,27.32958098811757,trace,1,1.033647564916932
474,145,27.429643527204504,trace,1,-0.021923053515800317
475,145,27.529706066291432,trace,1,-0.022610418766460735
476,145,27.62976860537836,trace,1,0.6039508683744066
477,145,27.729831144465294,trace,1,0.028830470326144532
478,145,27.82989368355222,trace,1,0.9013605598299224
479,145,27.92995622263915,trace,1,0.507161883186898
480,145,28.030018761726076,trace,1,-0.2696862895396914
481,145,28.13008130081301,trace,1,-0.21837139097161992
482,145,28.230143839899938,trace,1,0.27184251936439147
483,145,28.330206378986865,trace,1,-0.20948113155566075
484,145,28.430268918073793,trace,1,-0.4178297526103442
485,145,28.530331457160727,trace,1,-0.157127764160219
486,145,28.630393996247655,trace,1,-0.007151451890137545
487,145,28.730456535334582,trace,1,1.212245944255273
488,145,28.830519074421517,trace,1,1.068733243947162
489,145,28.930581613508444,trace,1,-0.11009979921534016
490,145,29.03064415259537,trace,1,-0.3747940957172328
491,145,29.1307066916823,trace,1,0.5899088964542725
492,145,29.230769230769234,trace,1,-0.39980674884174855
493,145,29.33083176985616,trace,1,-0.14720176726426817
494,145,29.43089430894309,trace,1,-1.3984624512111643
495,145,29.530956848030016,trace,1,-0.561916199427186
496,145,29.63101938711695,trace,1,-0.07459383522011241
497,145,29.731081926203878,trace,1,-1.472254073687079
498,145,29.831144465290805,trace,1,-0.2810432260846664
499,145,29.931207004377733,trace,1,-0.3679610556608473
500,145,30.031269543464667,trace,1,-1.7083510944753528
501,145,30.131332082551594,trace,1,-1.0761511775545871
502,145,30.231394621638522,trace,1,-1.8849392366832938
503,145,30.331457160725456,trace,1,0.11426409241933318
504,145,30.431519699812384,trace,1,0.17784410078914809
505,145,30.53158223889931,trace,1,-0.02012341010342933
506,145,30.63164477798624,trace,1,0.8076583086532079
507,145,30.731707317073173,trace,1,-0.4590950080343001
508,145,30.8317698561601,trace,1,1.0440730956359077
509,145,30.931832395247028,trace,1,0.24063198858704266
510,145,31.031894934333955,trace,1,-0.4255408310559811
