Animal,Trial,time_trial,dFF_baseline_norm,mA
Sal-06,2,-0.2999999999999998,0.10286094852067366,0.0
Sal-06,2,-0.19999999999999996,-0.9124431799965853,0.0
Sal-06,2,-0.09999999999999987,1.1507262064367658,0.0
Sal-06,2,0.0,-0.4118826878677592,0.0
Sal-06,2,0.10000000000000009,-0.48734716381547416,0.0
Sal-06,2,0.20000000000000018,1.225963139134372,0.0
Sal-06,2,0.30000000000000027,0.16471075866678203,0.0
Sal-06,2,0.40000000000000036,0.5855821613340887,0.0
Sal-06,2,0.5,-1.1404049372275091,0.0
Sal-06,2,0.6000000000000001,-1.2189853013707133,0.0
Sal-06,2,0.7000000000000002,-0.35143097200388757,0.0
Sal-06,2,0.8000000000000003,-0.36264675563780524,0.0
Sal-06,2,0.9000000000000004,-0.0029796567716407246,0.0
Sal-06,2,1.0,-0.22925133560111774,0.0
Sal-06,2,1.1,0.002011292892533532,0.0
Sal-06,2,1.2000000000000002,-1.4520661870962104,0.0
Sal-06,2,1.3000000000000003,-1.2025692168170898,0.0
Sal-06,2,1.4000000000000004,-0.15190738555933614,0.0
Sal-06,2,1.5,0.9918566494395686,0.0
Sal-06,2,1.6,-1.1581093422258486,0.0
Sal-06,2,1.7000000000000002,0.08019340139301005,0.0
Sal-06,2,1.8000000000000003,-0.8473476762231906,0.0
Sal-06,2,1.9000000000000004,1.5576359534945499,0.0
Sal-06,2,2.0,1.64491921650533,0.0
Sal-06,2,2.1000000000000005,0.7404712963671289,0.0
Sal-06,2,2.2,-0.49442034171046445,0.0
Sal-06,2,2.3,-0.045362327679861855,0.0
Sal-06,2,2.4000000000000004,-0.7820716718952211,0.0
Sal-06,2,2.5,0.36140822134782796,0.0
Sal-06,2,2.6000000000000005,-1.031737038273421,0.0
Sal-06,2,2.7,-2.67390345804599,0.0
Sal-06,2,2.8000000000000007,1.0228412496042618,0.0
Sal-06,2,2.9000000000000004,-2.1408921967494776,0.0
Sal-06,2,3.0,-2.014304582204147,0.0
Sal-06,2,3.1000000000000005,-2.8148691426965593,0.0
Sal-06,2,3.2,-1.784193388904319,0.0
Sal-06,2,3.3000000000000007,-0.17423075590221465,0.0
Sal-06,2,3.4000000000000004,-1.354318038452883,0.0
Sal-06,2,3.5,-3.2385585870741562,0.0
Sal-06,2,3.6000000000000005,-3.5407825426542474,0.0
Sal-06,2,3.7,-1.6023017910947681,0.0
Sal-06,2,3.8000000000000007,-0.2749535205301391,0.0
Sal-06,2,3.9000000000000004,-1.7325640897490502,0.0
Sal-06,2,4.0,-1.691478499659668,0.0
Sal-06,2,4.1000000000000005,-0.872403208935529,0.0
Sal-06,2,4.2,-1.7569169038971326,0.0
Sal-06,2,4.300000000000001,-1.6820902569006597,0.0
Sal-06,2,4.4,0.7426079357661676,0.0
Sal-06,2,4.5,-1.2479634314669301,0.0
Sal-06,2,4.6000000000000005,-1.2475356611044583,0.0
Sal-06,2,4.7,-0.9622537007272493,0.0
Sal-06,2,4.800000000000001,0.0348104174420591,0.0
Sal-06,2,4.9,-0.14676328004540465,0.0
Sal-06,2,5.0,-0.6343883064309409,0.0
Sal-06,2,5.1000000000000005,0.2902084451147659,0.0
Sal-06,2,5.2,-1.329565313968,0.0
Sal-06,2,5.300000000000001,0.025580698331780994,0.0
Sal-06,2,5.4,0.5747601358696741,0.0
Sal-06,2,5.5,0.2725225531932979,0.0
Sal-06,2,5.6000000000000005,-0.3648767226648635,0.0
Sal-06,2,5.7,0.10393546226681567,0.0
Sal-06,2,5.800000000000001,-1.527372827883215,0.0
Sal-06,2,5.9,-1.9957263681611839,0.0
Sal-06,2,6.0,-0.9134857828816868,0.0
Sal-06,2,6.1,-0.02123863354964761,0.0
Sal-06,2,6.200000000000001,-0.3256784005521887,0.0
Sal-06,2,6.300000000000001,-0.3032179310943145,0.0
Sal-06,2,6.4,0.29152901641401646,0.0
Sal-06,2,6.5,-0.517123174113984,0.0
Sal-06,2,6.6,-1.121237757461327,0.0
Sal-06,2,6.700000000000001,-0.02241154159524144,0.0
Sal-06,2,6.800000000000001,-0.1592129630143278,0.0
Sal-06,2,6.9,-1.1326780242111714,0.0
Sal-06,2,7.0,-1.2082144322270891,0.0
Sal-06,2,7.1,1.1422480782351885,0.0
Sal-06,2,7.200000000000001,-0.3141013992854516,0.0
Sal-06,2,7.300000000000001,-0.8264485967642181,0.0
Sal-06,2,7.4,-0.9670222381415212,0.0
Sal-06,2,7.5,-0.21869941445791863,0.0
Sal-06,2,7.600000000000001,-0.7757744660361701,0.0
Sal-06,2,7.700000000000001,-0.6801465761487763,0.0
Sal-06,2,7.800000000000001,-1.5582446557330258,0.0
Sal-06,2,7.9,-1.3808100524539157,0.0
Sal-06,2,8.0,-1.580240633775422,0.0
Sal-06,2,8.100000000000001,-0.8725273954151587,0.0
Sal-06,2,8.200000000000001,-1.6320499169535845,0.0
Sal-06,2,8.3,-1.442958566157479,0.0
Sal-06,2,8.4,-2.250221611478882,0.0
Sal-06,2,8.5,-1.3885345222793255,0.0
Sal-06,2,8.600000000000001,-0.1463781047461431,0.0
Sal-06,2,8.700000000000001,-2.170129562332232,0.0
Sal-06,2,8.8,-2.2584364457770283,0.0
Sal-06,2,8.9,-1.8436569971106929,0.0
Sal-06,2,9.0,-2.6236311808193222,0.0
Sal-06,2,9.100000000000001,-2.0115803232407603,0.0
Sal-06,2,9.200000000000001,-1.7133648353348612,0.0
Sal-06,2,9.3,-0.6133297675095636,0.0
Sal-06,2,9.4,-1.75031315294792,0.0
Sal-06,2,9.5,-1.7118810926556545,0.0
Sal-06,2,9.600000000000001,-1.6460506795979393,0.0
Sal-06,2,9.700000000000001,-1.8748238038296947,0.0
Sal-06,2,9.8,-4.161300775954216,0.0
Sal-06,2,9.9,-1.3874579346248181,0.0
Sal-06,2,10.0,-0.5760058516949274,0.0
Sal-06,3,-2.0,0.534745129228154,0.6
Sal-06,3,-1.9,0.6186736191059585,0.6
Sal-06,3,-1.8,0.21473129588179088,0.6
Sal-06,3,-1.7,1.1205386548620169,0.6
Sal-06,3,-1.6,-0.9081858655579564,0.6
Sal-06,3,-1.5,-2.490957555753213,0.6
Sal-06,3,-1.4,1.881771094524354,0.6
Sal-06,3,-1.2999999999999998,0.8663588017739556,0.6
Sal-06,3,-1.2,0.0968922147947017,0.6
Sal-06,3,-1.1,-0.6122092774942822,0.6
Sal-06,3,-1.0,-0.8280610367499434,0.6
Sal-06,3,-0.8999999999999999,-0.04257443624543079,0.6
Sal-06,3,-0.7999999999999998,1.6391992868643321,0.6
Sal-06,3,-0.7,-0.5740825846528772,0.6
Sal-06,3,-0.5999999999999999,-0.8431032113584443,0.6
Sal-06,3,-0.5,-0.2995936893844203,0.6
Sal-06,3,-0.3999999999999999,-0.16108990548777566,0.6
Sal-06,3,-0.2999999999999998,0.23884881056189472,0.6
Sal-06,3,-0.19999999999999996,0.3372306697013651,0.6
Sal-06,3,-0.09999999999999987,-0.789132014614159,0.6
Sal-06,3,0.0,0.5609978080621459,0.6
Sal-06,3,0.10000000000000009,4.081532595540263,0.6
Sal-06,3,0.20000000000000018,5.709170738170979,0.6
Sal-06,3,0.30000000000000027,7.107194278699948,0.6
Sal-06,3,0.40000000000000036,8.186038094789875,0.6
Sal-06,3,0.5,7.675382338563854,0.6
Sal-06,3,0.6000000000000001,7.802029567301777,0.6
Sal-06,3,0.7000000000000002,9.144445246157375,0.6
Sal-06,3,0.8000000000000003,9.798448045362932,0.6
Sal-06,3,0.9000000000000004,10.245200172203608,0.6
Sal-06,3,1.0,10.335762893490354,0.6
Sal-06,3,1.1,8.96731178645643,0.6
Sal-06,3,1.2000000000000002,10.350615058980376,0.6
Sal-06,3,1.3000000000000003,12.154059521732389,0.6
Sal-06,3,1.4000000000000004,11.350633352963648,0.6
Sal-06,3,1.5,9.091084229612125,0.6
Sal-06,3,1.6,10.579967870041525,0.6
Sal-06,3,1.7000000000000002,11.585132999187774,0.6
Sal-06,3,1.8000000000000003,9.951624564382914,0.6
Sal-06,3,1.9000000000000004,8.070127738265231,0.6
Sal-06,3,2.0,12.444919084496249,0.6
Sal-06,3,2.1000000000000005,13.548984566751741,0.6
Sal-06,3,2.2,12.439596128138467,0.6
Sal-06,3,2.3,14.461617128032117,0.6
Sal-06,3,2.4000000000000004,14.948542311034645,0.6
Sal-06,3,2.5,14.205201022875807,0.6
Sal-06,3,2.6000000000000005,13.608297137375494,0.6
Sal-06,3,2.7,13.878082317687127,0.6
Sal-06,3,2.8000000000000007,14.702669143109128,0.6
Sal-06,3,2.9000000000000004,13.706832180173787,0.6
Sal-06,3,3.0,13.509182332558057,0.6
Sal-06,3,3.1000000000000005,12.030042360918484,0.6
Sal-06,3,3.2,11.939957526793494,0.6
Sal-06,3,3.3000000000000007,11.196577404783655,0.6
Sal-06,3,3.4000000000000004,11.058182790745171,0.6
Sal-06,3,3.5,9.664455228939868,0.6
Sal-06,3,3.6000000000000005,11.807946804712804,0.6
Sal-06,3,3.7,10.54721858266019,0.6
Sal-06,3,3.8000000000000007,10.226674894879764,0.6
Sal-06,3,3.9000000000000004,10.156244025622577,0.6
Sal-06,3,4.0,9.18315812356395,0.6
Sal-06,3,4.1000000000000005,8.030076208178915,0.6
Sal-06,3,4.2,8.8677350389272,0.6
Sal-06,3,4.300000000000001,8.02421982999053,0.6
Sal-06,3,4.4,7.478064584515919,0.6
Sal-06,3,4.5,7.407508030680093,0.6
Sal-06,3,4.6000000000000005,7.189577593577435,0.6
Sal-06,3,4.7,7.352932131475102,0.6
Sal-06,3,4.800000000000001,6.482310332251369,0.6
Sal-06,3,4.9,5.740532307758028,0.6
Sal-06,3,5.0,5.056904431834649,0.6
Sal-06,3,5.1000000000000005,6.666897049476818,0.6
Sal-06,3,5.2,8.002351527440636,0.6
Sal-06,3,5.300000000000001,6.989274974794493,0.6
Sal-06,3,5.4,6.585410888529493,0.6
Sal-06,3,5.5,6.02462208474449,0.6
Sal-06,3,5.6000000000000005,7.8055626598953225,0.6
Sal-06,3,5.7,6.867644420984038,0.6
Sal-06,3,5.800000000000001,6.856550307860669,0.6
Sal-06,3,5.9,6.351883865649699,0.6
Sal-06,3,6.0,6.588514092348225,0.6
Sal-06,3,6.1,7.4798096112251535,0.6
Sal-06,3,6.200000000000001,6.988266934079762,0.6
Sal-06,3,6.300000000000001,7.543054351104165,0.6
Sal-06,3,6.4,7.163415797315232,0.6
Sal-06,3,6.5,6.19015098415657,0.6
Sal-06,3,6.6,6.067385335555045,0.6
Sal-06,3,6.700000000000001,5.573224136898074,0.6
Sal-06,3,6.800000000000001,5.410667757909217,0.6
Sal-06,3,6.9,7.152311024796119,0.6
Sal-06,3,7.0,5.246525972222074,0.6
Sal-06,3,7.1,6.273515857486777,0.6
Sal-06,3,7.200000000000001,7.297391330803896,0.6
Sal-06,3,7.300000000000001,7.989261313568558,0.6
Sal-06,3,7.4,8.94374436240172,0.6
Sal-06,3,7.5,6.396736661607063,0.6
Sal-06,3,7.600000000000001,7.7225071873826705,0.6
Sal-06,3,7.700000000000001,7.50552389214853,0.6
Sal-06,3,7.800000000000001,6.124271152235553,0.6
Sal-06,3,7.9,4.960345786984811,0.6
Sal-06,3,8.0,5.09727821000215,0.6
Sal-06,3,8.100000000000001,4.769521216716883,0.6
Sal-06,3,8.200000000000001,5.273798836368901,0.6
Sal-06,3,8.3,7.263286957821245,0.6
Sal-06,3,8.4,6.805743393522546,0.6
Sal-06,3,8.5,6.705367897150378,0.6
Sal-06,3,8.600000000000001,7.082573519157964,0.6
Sal-06,3,8.700000000000001,6.254932673381379,0.6
Sal-06,3,8.8,3.860568702690397,0.6
Sal-06,3,8.9,6.1966567901026846,0.6
Sal-06,3,9.0,7.126867975896764,0.6
Sal-06,3,9.100000000000001,6.909263938962683,0.6
Sal-06,3,9.200000000000001,6.12088536030445,0.6
Sal-06,3,9.3,6.519523830447806,0.6
Sal-06,3,9.4,3.9414071262686368,0.6
Sal-06,3,9.5,3.3245466765426888,0.6
Sal-06,3,9.600000000000001,4.800215347191152,0.6
Sal-06,3,9.700000000000001,5.195881791670366,0.6
Sal-06,3,9.8,6.494508260141306,0.6
Sal-06,3,9.9,7.02992537239211,0.6
Sal-06,3,10.0,5.403525237367682,0.6
Sal-06,4,-2.0,-1.3115762027189757,0.4
Sal-06,4,-1.9,-0.22431119437387476,0.4
Sal-06,4,-1.8,1.1014800348199014,0.4
Sal-06,4,-1.7,-0.25740283586913476,0.4
Sal-06,4,-1.6,-0.2853534841279478,0.4
Sal-06,4,-1.5,0.5678485976608126,0.4
Sal-06,4,-1.4,-0.06439944028549492,0.4
Sal-06,4,-1.2999999999999998,-0.9134839041953762,0.4
Sal-06,4,-1.2,1.0930060391476517,0.4
Sal-06,4,-1.1,1.068627843063023,0.4
Sal-06,4,-1.0,1.1008933837003783,0.4
Sal-06,4,-0.8999999999999999,-0.24498110655548458,0.4
Sal-06,4,-0.7999999999999998,1.491519485896255,0.4
Sal-06,4,-0.7,1.6289307777084694,0.4
Sal-06,4,-0.5999999999999999,0.183467914980485,0.4
Sal-06,4,-0.5,-1.9538992047111907,0.4
Sal-06,4,-0.3999999999999999,-0.4548439764292016,0.4
Sal-06,4,-0.2999999999999998,-0.9905312468263248,0.4
Sal-06,4,-0.19999999999999996,-0.8080320808729482,0.4
Sal-06,4,-0.09999999999999987,-0.7269594000109916,0.4
Sal-06,4,0.0,-0.7219991122749975,0.4
Sal-06,4,0.10000000000000009,-1.523348468016439,0.4
Sal-06,4,0.20000000000000018,2.265479438190016,0.4
Sal-06,4,0.30000000000000027,5.568455584182914,0.4
Sal-06,4,0.40000000000000036,8.632838119304246,0.4
Sal-06,4,0.5,10.103189695462852,0.4
Sal-06,4,0.6000000000000001,8.803697966062535,0.4
Sal-06,4,0.7000000000000002,6.951782426734763,0.4
Sal-06,4,0.8000000000000003,6.118337210055747,0.4
Sal-06,4,0.9000000000000004,9.23931718319856,0.4
Sal-06,4,1.0,8.329824681841977,0.4
Sal-06,4,1.1,8.82086449671687,0.4
Sal-06,4,1.2000000000000002,10.881562926639356,0.4
Sal-06,4,1.3000000000000003,10.742786055961156,0.4
Sal-06,4,1.4000000000000004,9.917447447335585,0.4
Sal-06,4,1.5,10.142482295808223,0.4
Sal-06,4,1.6,8.355138063848381,0.4
Sal-06,4,1.7000000000000002,8.104879754424179,0.4
Sal-06,4,1.8000000000000003,10.262346589137122,0.4
Sal-06,4,1.9000000000000004,11.815392854714087,0.4
Sal-06,4,2.0,13.592498159006322,0.4
Sal-06,4,2.1000000000000005,13.794852393933557,0.4
Sal-06,4,2.2,14.958930186282752,0.4
Sal-06,4,2.3,14.47986114698085,0.4
Sal-06,4,2.4000000000000004,14.057989206098169,0.4
Sal-06,4,2.5,13.942992796713895,0.4
Sal-06,4,2.6000000000000005,13.627624396902437,0.4
Sal-06,4,2.7,12.325532653184037,0.4
Sal-06,4,2.8000000000000007,12.45965966340856,0.4
Sal-06,4,2.9000000000000004,13.62654250237667,0.4
Sal-06,4,3.0,12.003767112829712,0.4
Sal-06,4,3.1000000000000005,13.097076534443174,0.4
Sal-06,4,3.2,12.780273103781886,0.4
Sal-06,4,3.3000000000000007,12.190720792335034,0.4
Sal-06,4,3.4000000000000004,11.423633085686882,0.4
Sal-06,4,3.5,11.321257793313524,0.4
Sal-06,4,3.6000000000000005,9.318289818824699,0.4
Sal-06,4,3.7,10.823471185086934,0.4
Sal-06,4,3.8000000000000007,9.199040436501942,0.4
Sal-06,4,3.9000000000000004,7.83262237255383,0.4
Sal-06,4,4.0,6.744622182199794,0.4
Sal-06,4,4.1000000000000005,9.036073130415089,0.4
Sal-06,4,4.2,7.6947275394815575,0.4
Sal-06,4,4.300000000000001,6.585516672803815,0.4
Sal-06,4,4.4,4.810459029746103,0.4
Sal-06,4,4.5,3.164825749333097,0.4
Sal-06,4,4.6000000000000005,4.649075351692661,0.4
Sal-06,4,4.7,4.7743329525404095,0.4
Sal-06,4,4.800000000000001,6.733454508721699,0.4
Sal-06,4,4.9,6.01296325837552,0.4
Sal-06,4,5.0,3.912010354050689,0.4
Sal-06,4,5.1000000000000005,6.193274489825386,0.4
Sal-06,4,5.2,5.067861237353524,0.4
Sal-06,4,5.300000000000001,4.955242308276775,0.4
Sal-06,4,5.4,4.378700443983155,0.4
Sal-06,4,5.5,5.406175960238429,0.4
Sal-06,4,5.6000000000000005,4.666225665427065,0.4
Sal-06,4,5.7,5.83086009494203,0.4
Sal-06,4,5.800000000000001,7.851332644745712,0.4
Sal-06,4,5.9,6.439802734942265,0.4
Sal-06,4,6.0,6.54994996248233,0.4
Sal-06,4,6.1,4.964528836207337,0.4
Sal-06,4,6.200000000000001,7.9851664448432285,0.4
Sal-06,4,6.300000000000001,4.363286531166751,0.4
Sal-06,4,6.4,3.4747596386457658,0.4
Sal-06,4,6.5,5.943071101388224,0.4
Sal-06,4,6.6,6.349703833109052,0.4
Sal-06,4,6.700000000000001,6.555976833839533,0.4
Sal-06,4,6.800000000000001,3.9124865849105093,0.4
Sal-06,4,6.9,3.035963056402097,0.4
Sal-06,4,7.0,5.721066375858037,0.4
Sal-06,4,7.1,5.237588456789611,0.4
Sal-06,4,7.200000000000001,3.576636176779967,0.4
Sal-06,4,7.300000000000001,3.642118744921818,0.4
Sal-06,4,7.4,3.213534947353639,0.4
Sal-06,4,7.5,2.823340547310929,0.4
Sal-06,4,7.600000000000001,4.948511582912652,0.4
Sal-06,4,7.700000000000001,7.30341058599206,0.4
Sal-06,4,7.800000000000001,7.033481403583226,0.4
Sal-06,4,7.9,6.600597704693295,0.4
Sal-06,4,8.0,5.423424882841298,0.4
Sal-06,4,8.100000000000001,2.6464915024334563,0.4
Sal-06,4,8.200000000000001,3.666362453012301,0.4
Sal-06,4,8.3,4.111211791346948,0.4
Sal-06,4,8.4,2.8563624526406506,0.4
Sal-06,4,8.5,2.2134372197084033,0.4
Sal-06,4,8.600000000000001,5.389638012322844,0.4
Sal-06,4,8.700000000000001,4.565594057892975,0.4
Sal-06,4,8.8,3.016840999258826,0.4
Sal-06,4,8.9,1.86879370207682,0.4
Sal-06,4,9.0,2.2239864705371355,0.4
Sal-06,4,9.100000000000001,3.2517947670889753,0.4
Sal-06,4,9.200000000000001,3.0445914437195603,0.4
Sal-06,4,9.3,0.0859910394684391,0.4
Sal-06,4,9.4,2.3355404054020283,0.4
Sal-06,4,9.5,4.467270166482564,0.4
Sal-06,4,9.600000000000001,2.7832402958566616,0.4
Sal-06,4,9.700000000000001,2.3924910536019603,0.4
Sal-06,4,9.8,2.595013535386478,0.4
Sal-06,4,9.9,3.743388238856142,0.4
Sal-06,4,10.0,2.684833709751566,0.4
Sal-06,5,-2.0,2.182521727298016,0.8
Sal-06,5,-1.9,1.4168461703741542,0.8
Sal-06,5,-1.8,1.0654847971080545,0.8
Sal-06,5,-1.7,1.481582729448416,0.8
Sal-06,5,-1.6,-0.21284732060255465,0.8
Sal-06,5,-1.5,-0.619535346751269,0.8
Sal-06,5,-1.4,0.6234082175354141,0.8
Sal-06,5,-1.2999999999999998,-0.578861466491003,0.8
Sal-06,5,-1.2,-1.6017874619649322,0.8
Sal-06,5,-1.1,-0.39097231332124377,0.8
Sal-06,5,-1.0,0.1978963274658373,0.8
Sal-06,5,-0.8999999999999999,-0.007492569378886229,0.8
Sal-06,5,-0.7999999999999998,-1.3784027050934788,0.8
Sal-06,5,-0.7,-0.9847289520335418,0.8
Sal-06,5,-0.5999999999999999,-0.7553593558534074,0.8
Sal-06,5,-0.5,0.3961269202204138,0.8
Sal-06,5,-0.3999999999999999,-0.5633729251669424,0.8
Sal-06,5,-0.2999999999999998,-0.8523548436636507,0.8
Sal-06,5,-0.19999999999999996,-0.007246602785136346,0.8
Sal-06,5,-0.09999999999999987,0.589094973655718,0.8
Sal-06,5,0.0,0.8688824143568695,0.8
Sal-06,5,0.10000000000000009,5.510740405656904,0.8
Sal-06,5,0.20000000000000018,9.014148167093506,0.8
Sal-06,5,0.30000000000000027,10.922830988869165,0.8
Sal-06,5,0.40000000000000036,14.289759964556868,0.8
Sal-06,5,0.5,14.259865699717283,0.8
Sal-06,5,0.6000000000000001,14.197012130607291,0.8
Sal-06,5,0.7000000000000002,16.892703594663793,0.8
Sal-06,5,0.8000000000000003,13.818316606593045,0.8
